gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cpm_total_poly_1,cpm_total_poly_2,cpm_total_poly_3,cpm_total_poly_4,cpm_LNCaP_TCT1_80S_S34,cpm_LNCaP_TCT2_80S_S38,cpm_LNCaP_TCT3_80S_S42,cpm_LNCaP_TCT4_80S_S46,raw_total_poly_1,raw_total_poly_2,raw_total_poly_3,raw_total_poly_4,raw_LNCaP_TCT1_80S_S34,raw_LNCaP_TCT2_80S_S38,raw_LNCaP_TCT3_80S_S42,raw_LNCaP_TCT4_80S_S46
RRAGD,1452.073173,-1.570141642,0.27996163,-4.458516499,8.25288E-06,0.000123389,11.24416071,8.690701499,13.64696936,18.97003233,17.95814027,21.57551463,12.32566369,19.29000172,1545,1253,1831,1242,1161,1682,873,755
ANKRD6,22.31918443,-0.682826027,0.796562515,-0.453069188,0.650498921,1,0.211055444,0.048551405,0.55899656,0.458213341,0.046403463,0.128272976,0.522393535,0.281046383,29,7,75,30,3,10,37,11
LYRM2,1604.940602,-0.472993521,0.284782113,-0.530459672,0.595793263,1,17.37932412,13.32389272,32.93607733,33.89251348,13.19405138,14.22547308,13.45516322,21.81941917,2388,1921,4419,2219,853,1109,953,854
MDN1,1093.525559,2.014649735,0.220408945,7.679913546,1.59196E-14,9.43018E-13,26.27276385,28.36789236,30.70009109,39.08559801,2.490319193,3.091378731,5.20981661,3.883550015,3610,4090,4119,2559,161,241,369,152
CASP8AP2,481.8368241,-0.367309584,0.302233921,-0.150153528,0.880643489,1,4.934330717,6.596055168,8.847052228,9.790491725,2.536722657,3.463370362,7.468815683,5.186583244,678,951,1187,641,164,270,529,203
GJA10,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACH2,3.70367976,-1.511172469,1.651980365,-0.719890139,0.47159264,0.914207273,0.007277774,0,0.08943945,0.045821334,0.015467821,0.012827298,0,0.178847698,1,0,12,3,1,1,0,7
MAP3K7,1076.470329,1.010603077,0.212342152,3.24323257,0.001181817,0.008953874,22.08804385,21.00888654,26.48898367,32.85389657,5.243591345,7.106322892,4.885085494,6.41296746,3035,3029,3554,2151,339,554,346,251
EPHA7,729.3440387,0.274846498,0.256111261,0,1,1,12.42316008,15.01625598,14.03454031,14.60173181,2.753272152,4.8872004,7.172322054,8.150345098,1707,2165,1883,956,178,381,508,319
MANEA,729.1019281,0.345450969,0.294387801,0.079904379,0.936313307,1,9.002606338,11.20150273,16.97113557,21.71931238,3.573066669,5.05395527,4.405048191,9.07013326,1237,1615,2277,1422,231,394,312,355
FUT9,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFL1,1673.16862,-0.07272481,0.245427494,0,1,1,25.53770868,30.05331971,23.01575171,36.19885396,11.86381877,16.75245072,10.37727699,18.39576323,3509,4333,3088,2370,767,1306,735,720
FHL5,0.054412828,-1.271290583,3.533811541,-0.268651137,0.788198157,,0,0.006935915,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GPR63,830.0787817,-2.13517909,0.386836124,-4.687387968,2.76714E-06,4.65244E-05,2.831054055,3.329239201,8.124083343,8.232566365,4.516603755,10.46707487,18.50967365,13.66907407,389,480,1090,539,292,816,1311,535
NDUFAF4,553.4955572,1.210007914,0.213696025,4.155808786,3.24139E-05,0.000408491,12.35766012,9.966909859,16.62828435,16.15965717,1.933477635,2.873314671,2.626086421,3.960199029,1698,1437,2231,1058,125,224,186,155
KLHL32,28.09315858,-0.094936537,0.488099079,0,1,1,0.494888627,0.534065455,0.484463686,0.381844451,0.108274748,0.205236762,0.409443582,0.281046383,68,77,65,25,7,16,29,11
MMS22L,804.8291314,-0.693439929,0.262697386,-1.41421976,0.157297388,0.43885096,7.728995902,7.567083268,15.32395904,13.73112646,5.707625978,6.978049915,11.45030155,9.632226025,1062,1091,2056,899,369,544,811,377
POU3F2,7.313407526,-2.648198303,1.035520639,-2.246474016,0.024673662,0.106288291,0.014555548,0.02774366,0.081986162,0.015273778,0.154678211,0.102618381,0.014118744,0.127748356,2,4,11,1,10,8,1,5
FBXL4,1126.956832,-0.521107683,0.275023674,-0.724227064,0.468926346,0.911682173,10.42177225,11.43038792,19.08786921,26.16398179,8.012331318,9.222827002,12.43861364,15.53420006,1432,1648,2561,1713,518,719,881,608
FAXC,490.4768167,-0.253581212,0.332067336,0,1,1,5.858608005,4.237844067,10.42714917,12.00518954,2.598593941,3.2581336,6.071060007,6.515166144,805,611,1399,786,168,254,430,255
COQ3,837.0150305,0.892739107,0.216249008,2.639600607,0.008300378,0.04504407,18.76210116,12.74127586,22.62072747,23.56743952,3.232774605,4.758927424,5.91575382,6.029722392,2578,1837,3035,1543,209,371,419,236
PNISR,2779.886411,0.4774809,0.316997547,0.490706652,0.623633941,1,62.58885571,71.29427032,40.21793919,48.70807818,8.801190193,19.83100215,22.98531556,29.50987018,8600,10279,5396,3189,569,1546,1628,1155
USP45,501.7784208,-0.001401412,0.283562181,0,1,1,6.207941153,5.867784093,11.88799352,12.29539132,2.784207794,3.232479005,5.280410331,5.901974037,853,846,1595,805,180,252,374,231
CCNC,4544.06268,-1.021712045,0.236465779,-2.95934555,0.003082932,0.019853799,37.61153562,41.35886116,58.3592409,78.40030269,48.13585919,48.8976586,44.10695689,60.34832327,5168,5963,7830,5133,3112,3812,3124,2362
PRDM13,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCHR2,0.10356649,-0.606746637,3.522126227,-0.080865512,0.935548907,,0,0.006935915,0.007453287,0,0,0,0,0,0,1,1,0,0,0,0,0
SIM1,2.148872057,-1.947991628,1.424507852,-1.14149145,0.253665468,0.609900583,0.014555548,0.020807745,0.022359862,0,0.015467821,0.025654595,0.028237488,0.051099342,2,3,3,0,1,2,2,2
ASCC3,1433.420503,0.452662801,0.190458508,0.686420928,0.492447711,0.939075444,24.74443133,30.15735843,30.92368972,30.92940054,6.372742284,11.9678687,11.47853904,11.24185531,3400,4348,4149,2025,412,933,813,440
GRIK2,38.46849946,-1.097246724,0.962944067,-0.805154375,0.420730601,0.851468489,0.240166539,1.033451335,0.074532875,0.290201783,0.232017316,1.295557062,0.155306186,0.025549671,33,149,10,19,15,101,11,1
HACE1,885.8372588,-0.053849891,0.306381391,0,1,1,9.02443966,10.58420629,18.75992456,24.8351631,4.408329007,6.529094498,10.03842713,10.06657043,1240,1526,2517,1626,285,509,711,394
LIN28B,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVES,64.8027123,-0.498565938,1.308252971,-0.13501811,0.892597556,1,0.465777531,0.19420562,2.027294192,1.313544912,0.232017316,0,1.595418095,0.868688819,64,28,272,86,15,0,113,34
POPDC3,17.29553787,-1.504391318,2.318401886,-0.510033756,0.610027813,1,0.007277774,0,0.335397936,0.351296895,0,0.359164334,0,0.587642437,1,0,45,23,0,28,0,23
PREP,1082.021152,0.29587046,0.206206863,0,1,1,19.16237873,15.40466722,28.33739897,22.08588305,6.620227421,9.068899431,8.315940335,8.354742467,2633,2221,3802,1446,428,707,589,327
PRDM1,37.01869036,-0.344386424,0.412017996,-0.054508128,0.956530333,1,0.480333079,0.423090815,0.775141897,0.672046234,0.185613853,0.359164334,0.508274791,0.357695396,66,61,104,44,12,28,36,14
ATG5,2048.898815,0.200632205,0.23523645,0,1,1,27.1242634,31.41969496,44.70481825,54.1149956,13.14764792,19.70272917,13.49751946,17.06718033,3727,4530,5998,3543,850,1536,956,668
RTN4IP1,573.9965996,1.248890083,0.301641151,3.0730621,0.002118744,0.014453375,12.78704878,7.296582583,21.56236065,16.58732295,1.856138529,2.475668444,3.148479957,4.190146069,1757,1052,2893,1086,120,193,223,164
QRSL1,1735.690428,0.260013558,0.167822748,0,1,1,32.29148288,25.28141019,35.73851342,41.19337938,10.02314806,12.81447034,14.16110043,16.27514053,4437,3645,4795,2697,648,999,1003,637
CD24,8321.354847,-1.178899767,0.207594858,-4.128096814,3.65778E-05,0.000453636,77.98134755,76.16328265,90.28167114,118.3717798,91.35295128,101.9770162,77.97782422,109.7102879,10715,10981,12113,7750,5906,7950,5523,4294
BEND3,605.6620702,-1.350941461,0.425408511,-2.418882882,0.015568252,0.074290512,3.93727569,3.682970867,9.152637014,8.003459694,2.87701472,4.297144709,14.96586885,8.303643125,541,531,1228,524,186,335,1060,325
PDSS2,1211.970222,0.531052686,0.249517571,0.838115692,0.401965731,0.828951139,21.79693289,16.86120937,28.81440936,35.37406995,7.934992213,8.36339806,6.395791123,10.09212011,2995,2431,3866,2316,513,652,453,395
SOBP,18.9657729,-1.496675605,0.802397098,-1.464047556,0.143180955,0.411565015,0.050944417,0.048551405,0.290678211,0.366570673,0.108274748,0.115445679,0.53651228,0.204397369,7,7,39,24,7,9,38,8
SCML4,0.754238939,-0.923236838,2.491256359,-0.24136767,0.809270168,,0.014555548,0.006935915,0,0.015273778,0.015467821,0.012827298,0,0,2,1,0,1,1,1,0,0
SEC63,7982.780378,1.197986588,0.295136716,2.968314163,0.002994381,0.019372404,237.2627075,214.6180179,143.4608772,172.4715017,38.03537203,52.10448301,30.86357482,37.81351331,32601,30943,19248,11292,2459,4062,2186,1480
OSTM1,755.1921799,0.715787395,0.205176771,1.919609607,0.05490723,0.198364024,12.19027131,13.92038141,18.99842976,22.07060927,4.145376049,4.720445531,4.659185587,5.518728969,1675,2007,2549,1445,268,368,330,216
NR2E1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX3,12097.10899,-1.174090666,0.264235331,-3.225013734,0.001259666,0.009418135,100.8772243,112.0705146,149.4086006,168.0726536,152.8220722,147.9885329,93.86141145,150.0532187,13861,16158,20046,11004,9880,11537,6648,5873
FOXO3,11911.30167,-1.554905719,0.268760563,-4.587643403,4.48277E-06,7.23376E-05,97.31839285,116.7453213,100.2019968,109.344977,117.1996803,224.4263995,113.6558908,133.4203828,13372,16832,13444,7159,7577,17496,8050,5222
ARMC2,215.142027,-0.815402418,0.330798362,-1.491767736,0.135760045,0.396079649,2.532665324,1.782530156,3.353979362,3.467147616,1.701460319,2.001058432,1.482468141,4.241245412,348,257,450,227,110,156,105,166
SESN1,1200.197614,0.530196524,0.174731828,1.19193184,0.233287972,0.576912074,23.68187633,23.88035536,24.49150263,27.81354981,6.88318038,8.761044287,7.242915775,9.938822079,3254,3443,3286,1821,445,683,513,389
CEP57L1,630.7811616,0.163606394,0.241007547,0,1,1,8.776995347,9.502203554,12.7898413,16.77060829,2.815143436,5.259192032,6.254603681,6.055272064,1206,1370,1716,1098,182,410,443,237
CD164,7277.089464,0.660910832,0.270039398,1.255308445,0.209366811,0.536564559,140.191759,182.3313336,133.8834028,166.6521922,48.87831461,54.09271414,32.57194287,48.21222947,19263,26288,17963,10911,3160,4217,2307,1887
PPIL6,190.2501128,-0.356040819,0.256799359,-0.132838044,0.894321466,1,2.685498576,2.559352636,3.353979362,3.207493389,1.423039539,2.219122491,1.270686978,2.248371062,369,369,450,210,92,173,90,88
SMPD2,2192.360576,-0.559734554,0.16463114,-1.444480424,0.148603882,0.422488842,29.72242869,27.97948112,35.72360685,31.61672055,19.28837288,20.33126676,23.57830282,23.60789615,4084,4034,4793,2070,1247,1585,1670,924
MICAL1,1097.654617,-0.297167471,0.232839795,0,1,1,18.13621261,16.66006784,17.16492105,16.99971496,7.269875906,7.208941273,11.73267643,15.17650467,2492,2402,2303,1113,470,562,831,594
ZBTB24,1029.093975,-1.688740971,0.317032252,-4.311273911,1.62317E-05,0.000224288,8.092884598,6.374105888,11.05322532,9.148993047,6.450081389,8.773871585,22.19466588,17.22047836,1112,919,1483,599,417,684,1572,674
AK9,425.9418765,-0.664048216,0.256084734,-1.33596453,0.181560867,0.485409814,5.320052735,3.842496912,7.341488159,7.056485455,3.341049353,3.283788196,4.517998144,6.6429145,731,554,985,462,216,256,320,260
FIG4,678.1028222,0.758523943,0.204259699,2.137454674,0.032561029,0.131622309,13.35471514,11.47893933,18.49160622,17.41210697,3.01622511,3.553161446,5.04039168,5.518728969,1835,1655,2481,1140,195,277,357,216
GPR6,6.376506998,-1.555310558,1.153993003,-1.068795443,0.285161853,0.66138894,0.058222191,0.020807745,0.111799312,0.045821334,0.030935642,0.038481893,0.254137396,0,8,3,15,3,2,3,18,0
WASF1,1899.585604,0.398719465,0.210979977,0.363974683,0.715876914,1,34.53303725,30.36543588,43.9594895,44.82853855,10.40984359,18.02235318,11.40794531,14.9721073,4745,4378,5898,2935,673,1405,808,586
CDC40,1205.624877,0.174243777,0.192457521,0,1,1,23.25248767,19.4621775,25.11757878,22.16225194,6.651163063,10.74927542,8.428890288,12.59598788,3195,2806,3370,1451,430,838,597,493
METTL24,0.478594251,-0.075203592,3.451935642,0,1,,0.03638887,0,0,0,0,0,0.014118744,0,5,0,0,0,0,0,1,0
DDO,43.90824382,-0.7076784,0.548374601,-0.703443056,0.481779682,0.926788841,0.654999653,0.631168265,0.663342585,0.351296895,0.665116306,0.282200548,0.564749768,0.178847698,90,91,89,23,43,22,40,7
SLC22A16,7.070250357,0.796642883,1.153629305,0.411496817,0.680708274,1,0.254722087,0.117910555,0.044719725,0.213832893,0.015467821,0.128272976,0,0.025549671,35,17,6,14,1,10,0,1
CDK19,14015.39026,-0.359625377,0.177842566,-0.211969965,0.832130466,1,182.7230698,185.6120214,208.5504367,297.5790176,95.11163181,141.100274,133.6903888,162.4959085,25107,26761,27981,19483,6149,11000,9469,6360
AMD1,82037.23369,-0.286160858,0.322582734,0,1,1,841.9947758,896.3421677,1544.939787,2076.882517,440.6782225,856.4145268,523.6783412,1297.361202,115694,129232,207283,135977,28490,66765,37091,50778
GTF3C6,10648.64217,0.250231921,0.245660685,0,1,1,179.2952383,127.3572713,226.8408042,298.9231101,63.01590307,79.41379968,69.11125287,117.6051363,24636,18362,30435,19571,4074,6191,4895,4603
RPF2,4740.479648,-0.055290105,0.266359435,0,1,1,85.50656578,85.6654862,78.10299941,74.96370263,43.0778817,46.1910988,29.39522543,38.01791068,11749,12351,10479,4908,2785,3601,2082,1488
SLC16A10,375.2008451,0.544266482,0.228665164,0.972331697,0.33088556,0.731313346,6.389885501,6.658478403,8.794879216,9.821039281,2.057220203,2.001058432,2.499017724,3.806901002,878,960,1180,643,133,156,177,149
REV3L,257.9103322,-0.37812503,0.494781061,-0.113579398,0.90957122,1,2.197887724,2.718878681,4.814823706,6.62881967,0.541373738,1.731685181,5.139222889,2.938212183,302,392,646,434,35,135,364,115
TRAF3IP2,1012.448833,-1.915516061,0.18232911,-8.740173026,2.32754E-18,2.00468E-16,6.906607449,5.951015073,8.362588543,8.935160155,12.23504647,12.14745086,13.24338206,15.50865039,949,858,1122,585,791,947,938,607
FYN,46.02928093,-0.201777239,0.654858236,0,1,1,0.458499757,0.353731665,1.043460246,1.267723577,0.13921039,0.141100274,0.310612372,1.226384215,63,51,140,83,9,11,22,48
TUBE1,938.8981839,-0.854361263,0.220030175,-2.419818863,0.01552824,0.074124774,10.71288321,11.59684988,11.35881011,13.45619846,7.532828865,12.5066152,7.666478101,13.03033229,1472,1672,1524,881,487,975,543,510
FAM229B,1034.210448,1.067332,0.327516078,2.275930725,0.022850156,0.100328684,20.77804454,30.59432108,18.8568173,27.50807425,6.264467536,6.926740725,3.741467213,4.522291794,2855,4411,2530,1801,405,540,265,177
LAMA4,0.489715452,1.446033145,3.423036341,0.328394132,0.742613679,,0,0.062423235,0,0,0,0,0,0,0,9,0,0,0,0,0,0
RFPL4B,0.105264074,-0.591173354,3.521052215,-0.076467272,0.939047351,,0.007277774,0,0.007453287,0,0,0,0,0,1,0,1,0,0,0,0,0
MARCKS,1706.569824,0.281029355,0.214018436,0,1,1,31.34537227,30.13655069,42.20796695,28.08847782,11.30697721,12.17310546,11.26675787,16.76058428,4307,4345,5663,1839,731,949,798,656
HDAC2,10327.4793,0.527865509,0.35777577,0.575604699,0.564882404,1,240.595928,207.841629,228.5774202,173.1893692,81.57728836,98.06469045,37.18877223,52.91336896,33059,29966,30668,11339,5274,7645,2634,2071
HS3ST5,0.771686437,-1.619868453,2.813236381,-0.461369108,0.644533811,,0.007277774,0,0.007453287,0.015273778,0,0.038481893,0,0,1,0,1,1,0,3,0,0
FRK,1227.757608,1.092254204,0.19503107,3.94976098,7.82293E-05,0.000882137,24.62070917,26.88360655,27.97218788,39.22306201,5.491076483,6.477785308,5.887516332,8.431391481,3383,3876,3753,2568,355,505,417,330
NT5DC1,3154.395062,-1.336255485,0.25453769,-3.984979169,6.7486E-05,0.00077282,32.04403857,24.32425392,36.99066572,33.35793124,42.92320349,33.92820225,28.92930687,40.75172549,4403,3507,4963,2184,2775,2645,2049,1595
COL10A1,0.10356649,-0.606746637,3.522126227,-0.080865512,0.935548907,,0,0.006935915,0.007453287,0,0,0,0,0,0,1,1,0,0,0,0,0
TSPYL4,3322.819045,-1.655759648,0.232458905,-5.737924098,9.5844E-09,2.64232E-07,25.90887515,20.56498798,39.27882497,28.27176316,23.66576625,45.24187877,51.43458513,52.83671995,3560,2965,5270,1851,1530,3527,3643,2068
DSE,406.5297665,-0.476474372,0.35132175,-0.439899543,0.660009867,1,4.090108943,2.843725151,9.130277152,8.767148596,2.366576625,3.2581336,4.659185587,6.055272064,562,410,1225,574,153,254,330,237
TSPYL1,4513.532434,-0.220822728,0.226143755,0,1,1,71.32946218,53.05281386,98.11507627,73.83344306,33.54970392,48.8848313,32.60018036,46.96029558,9801,7649,13164,4834,2169,3811,2309,1838
TRAPPC3L,1.831637368,-1.503816729,1.697740868,-0.696153728,0.486332562,,0,0.006935915,0.007453287,0.061095112,0.015467821,0.012827298,0.014118744,0.051099342,0,1,1,4,1,1,1,2
RWDD1,5008.870353,-1.158271308,0.230430962,-3.629474123,0.000283999,0.00266337,46.39580874,49.09240639,63.33803693,60.98819572,59.0716087,62.55873058,42.20092642,62.46894597,6375,7078,8498,3993,3819,4877,2989,2445
RSPH4A,3.520605596,-0.222084639,1.252100865,0,1,1,0.050944417,0.06935915,0.037266437,0.07636889,0,0.089791083,0.014118744,0.025549671,7,10,5,5,0,7,1,1
KPNA5,263.0441742,-0.475267355,0.377526315,-0.406168402,0.684618869,1,2.146943306,2.524673061,5.821017515,5.544381429,1.113683118,2.11650411,3.699110981,3.781351331,295,364,781,363,72,165,262,148
FAM162B,0.716105514,0.401530197,3.304548677,0.024088646,0.9807819,,0.043666644,0.006935915,0,0,0,0,0,0.025549671,6,1,0,0,0,0,0,1
GPRC6A,1.088337304,2.594997291,3.401356571,0.668283124,0.503952883,,0.007277774,0,0.156519037,0,0,0,0,0,1,0,21,0,0,0,0,0
RFX6,664.9569119,-0.878792296,0.279999745,-1.988802532,0.046723003,0.174360359,5.865885779,4.758037692,11.63458174,11.76080909,5.552947767,6.426476117,8.612433963,8.40584181,806,686,1561,770,359,501,610,329
VGLL2,2.566494373,-3.16339576,1.488666372,-1.908733695,0.056296454,0.202237953,0.014555548,0.006935915,0,0.015273778,0.061871284,0.025654595,0.028237488,0.025549671,2,1,0,1,4,2,2,1
ROS1,6.966450225,1.708984925,1.706473639,0.812820543,0.416320956,0.84608134,0.123722157,0.006935915,0.64843601,0.015273778,0,0,0.112949954,0,17,1,87,1,0,0,8,0
DCBLD1,722.9933649,0.325249204,0.298794851,0.011115015,0.991131683,1,11.06221636,11.13907949,18.20838129,17.15245274,2.629529583,4.027771459,8.471246521,7.179457594,1520,1606,2443,1123,170,314,600,281
GOPC,769.0145066,0.047486129,0.244941383,0,1,1,12.02288251,9.287190189,18.46924635,16.2054785,4.315522081,4.976991484,7.934734241,8.610239179,1652,1339,2478,1061,279,388,562,337
NUS1,3067.004976,0.038752102,0.298727866,0,1,1,34.57670389,33.43111031,64.7839747,93.75044962,15.49875672,24.21793794,31.14594971,32.75467842,4751,4820,8692,6138,1002,1888,2206,1282
SLC35F1,136.7990888,-0.758249429,0.740165867,-0.589491294,0.555531751,1,0.604055235,0.33292392,2.914235401,3.818444511,0.309356422,0.333509739,2.682561398,2.938212183,83,48,391,250,20,26,190,115
CEP85L,226.2833046,-0.739247665,0.2999058,-1.391502168,0.164073203,0.452183685,2.845609602,2.309659696,3.570124699,3.360231169,1.175554402,2.616768718,3.713229725,2.171722048,391,333,479,220,76,204,263,85
PLN,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM9,663.6645674,-1.605860229,0.250314178,-5.129282508,2.90849E-07,6.04027E-06,5.01438623,4.383498282,7.01354351,7.041211677,4.532071576,7.362868845,11.78915141,10.78196123,689,632,941,461,293,574,835,422
ASF1A,1337.363761,0.356560579,0.323583719,0.107027894,0.91476685,1,19.59904516,14.46138278,33.52488704,41.5294025,8.445430308,8.170988596,7.129965822,15.86634579,2693,2085,4498,2719,546,637,505,621
FAM184A,40.33967078,-0.429198709,0.615473463,-0.174289585,0.861637884,1,0.684110748,0.728271075,0.477010398,0.458213341,0.726987591,0.243718655,0.141187442,0.281046383,94,105,64,30,47,19,10,11
MAN1A1,133.0859488,0.470964177,1.308482464,0.113899946,0.909317108,1,3.224053846,4.653998967,0.685702447,1.787032031,1.423039539,1.398175443,0,0.587642437,443,671,92,117,92,109,0,23
TBC1D32,133.2939039,-0.749651696,0.287268029,-1.488935621,0.136504322,0.397868253,1.586554714,1.928184371,1.960214605,1.466282692,0.835262338,1.706030586,1.270686978,1.916225337,218,278,263,96,54,133,90,75
GJA1,0.056110413,-1.271290583,3.533811541,-0.268651137,0.788198157,,0.007277774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HSF2,923.6329767,-0.423827001,0.338774276,-0.300787023,0.763576905,1,15.516214,15.51564186,12.17867173,11.39423842,9.017739688,11.89090491,4.645066842,8.891285562,2132,2237,1634,746,583,927,329,348
