gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cpm_total_poly_1,cpm_total_poly_2,cpm_total_poly_3,cpm_total_poly_4,cpm_LNCaP_TCT1_80S_S34,cpm_LNCaP_TCT2_80S_S38,cpm_LNCaP_TCT3_80S_S42,cpm_LNCaP_TCT4_80S_S46,raw_total_poly_1,raw_total_poly_2,raw_total_poly_3,raw_total_poly_4,raw_LNCaP_TCT1_80S_S34,raw_LNCaP_TCT2_80S_S38,raw_LNCaP_TCT3_80S_S42,raw_LNCaP_TCT4_80S_S46
FNBP1,1575.875544,-0.123535373,0.207439697,0,1,1,25.74148635,23.56823918,23.96231922,33.43430013,9.636452531,17.04747856,15.43178741,13.00478262,3537,3398,3215,2189,623,1329,1093,509
GPR107,5929.709824,0.58184665,0.200504864,1.296320448,0.194865107,0.509918217,113.795273,139.7170718,102.1100384,142.3210638,29.26511748,45.0622966,40.28077721,45.19736827,15636,20144,13700,9318,1892,3513,2853,1769
NCS1,12485.46134,-0.931533216,0.27754351,-2.19643083,0.028061121,0.117072832,105.5568329,113.6519032,202.5058206,196.4971545,85.55251838,107.7364729,216.2568049,149.5422253,14504,16386,27170,12865,5531,8399,15317,5853
HMCN2,13.48151571,-0.104497997,0.67069207,0,1,1,0.196499896,0.187269705,0.216145337,0.336023117,0.077339105,0.051309191,0.240018651,0.102198685,27,27,29,22,5,4,17,4
ASS1,9472.934819,-0.562374341,0.397237177,-0.605296433,0.544982051,0.99389491,154.1141405,167.3289494,96.36355371,107.8786943,121.7162841,116.2024893,48.44141136,69.64840357,21176,24125,12929,7063,7869,9059,3431,2726
FUBP3,3084.160646,0.166109656,0.177116163,0,1,1,50.63147316,45.43717918,71.05218946,65.12738957,16.11746956,24.4231747,28.95754436,29.30547281,6957,6551,9533,4264,1042,1904,2051,1147
PRDM12,49.93773744,0.117285434,0.411133198,0,1,1,0.785999583,0.6935915,1.147806271,1.084438241,0.464034632,0.500264608,0.282374884,0.281046383,108,100,154,71,30,39,20,11
EXOSC2,4990.166087,-0.165231075,0.247496431,0,1,1,82.14423423,62.75615895,100.0827442,88.83229309,23.00064994,38.68712968,62.85664919,57.94665418,11287,9048,13428,5816,1487,3016,4452,2268
ABL1,5810.194556,1.226849442,0.167700678,5.396050607,6.81237E-08,1.64328E-06,124.4644896,125.8521777,158.0096944,169.6458527,20.80421935,28.36115508,37.07582227,31.06840012,17102,18145,21200,11107,1345,2211,2626,1216
QRFP,2.781747767,0.426629798,1.627551284,0.064330816,0.948706816,1,0.029111096,0.062423235,0.067079587,0.07636889,0,0.076963786,0,0,4,9,9,5,0,6,0,0
FIBCD1,17.84881634,-0.89101749,1.100926648,-0.51691854,0.605213025,1,0.1673888,0.2774366,0.171425612,0.259654227,0,0.410473524,0,0.43434441,23,40,23,17,0,32,0,17
LAMC3,7.444082833,1.105546783,1.210329131,0.64744264,0.517345507,0.966008951,0.196499896,0.09710281,0.245958487,0.168011558,0,0,0.014118744,0.178847698,27,14,33,11,0,0,1,7
AIF1L,5705.022903,-0.001124373,0.222355707,0,1,1,74.04407186,69.5325479,131.2822055,136.2421001,36.22563696,43.93349441,54.21597773,58.15105155,10174,10025,17614,8920,2342,3425,3840,2276
NUP214,2200.522766,0.464543187,0.216929394,0.657426317,0.510906834,0.958176189,44.55453193,49.12708597,40.24029906,44.14121854,10.68826436,13.16080738,20.48629784,18.47241224,6122,7083,5399,2890,691,1026,1451,723
FAM78A,347.5636875,-0.389832325,0.463559282,-0.146484457,0.883538959,1,3.020276177,2.725814596,7.341488159,9.011529045,1.14461876,2.039540325,6.438147356,4.266795083,415,393,985,590,74,159,456,167
PRRC2B,17856.3631,0.570110792,0.215979231,1.149104458,0.250512911,0.60491069,302.1877287,291.0518013,464.4292489,469.241009,76.96787768,111.6231441,166.3470442,134.2124226,41522,41963,62312,30722,4976,8702,11782,5253
POMT1,2336.99832,0.639730644,0.250341077,1.269478238,0.204270547,0.52764567,54.65608213,58.10909589,39.91235441,44.32450388,13.08577663,17.43229749,12.79158225,17.47597507,7510,8378,5355,2902,846,1359,906,684
UCK1,3352.302589,0.18599143,0.159153319,0,1,1,53.10591629,53.13604484,75.1962173,72.39770792,21.51573912,25.69307717,29.31051296,28.23238663,7297,7661,10089,4740,1391,2003,2076,1105
RAPGEF1,2471.227203,0.028827832,0.343476067,0,1,1,31.9785386,30.45560278,58.9555039,58.59021257,11.13683118,12.40399682,37.28760344,23.60789615,4394,4391,7910,3836,720,967,2641,924
MED27,914.6602245,1.813818853,0.31752123,4.698554361,2.62009E-06,4.43709E-05,25.70509748,24.60169052,25.13248535,24.25475953,4.083504764,3.399233874,1.778961769,3.806901002,3532,3547,3372,1588,264,265,126,149
NTNG2,48.04853234,-1.377883697,0.39271336,-2.688871098,0.00716941,0.039909335,0.596777461,0.409218985,0.402477523,0.458213341,0.464034632,0.513091906,0.847124652,0.485443752,82,59,54,30,30,40,60,19
SETX,1611.393268,0.274771498,0.250285601,0,1,1,23.93659842,26.03742492,36.04409821,40.09366736,6.248999715,10.98016678,16.47657448,16.83723329,3289,3754,4836,2625,404,856,1167,659
TTF1,853.0314333,-0.398563201,0.192761847,-0.397563662,0.690951851,1,13.84960377,11.12520766,13.84075483,12.95216378,5.259059166,7.696378583,9.869002197,10.2709678,1903,1604,1857,848,340,600,699,402
BARHL1,15.22934579,-3.598802513,0.630196948,-5.19976244,1.99543E-07,4.31647E-06,0.029111096,0.034679575,0.044719725,0.061095112,0.216549495,0.21806406,0.240018651,0.255496712,4,5,6,4,14,17,17,10
DDX31,937.5671595,-0.089539805,0.222181967,0,1,1,16.28038026,16.68087558,15.93512861,14.51008914,5.150784419,6.965222618,9.54427108,11.52290169,2237,2405,2138,950,333,543,676,451
GTF3C4,2309.970925,-0.964570172,0.272235132,-2.360614044,0.018244708,0.08389697,22.18265491,21.96604281,34.61306702,33.08300324,12.0339648,21.87054247,35.35333548,37.27697021,3048,3167,4644,2166,778,1705,2504,1459
AK8,41.85035147,0.671938379,0.548570817,0.638040292,0.523447452,0.97179037,0.822388453,0.839245715,1.013647096,0.946974239,0.061871284,0.115445679,0.43768107,0.562092765,113,121,136,62,4,9,31,22
TSC1,2506.462594,0.210126604,0.216209547,0,1,1,48.45541875,49.8831007,40.75457589,48.70807818,14.3850736,24.73102985,17.33781788,21.51282311,6658,7192,5468,3189,930,1928,1228,842
GFI1B,12.29226139,-2.919826819,0.692265437,-3.752749433,0.000174906,0.001758955,0.021833322,0.04161549,0.081986162,0.061095112,0.185613853,0.141100274,0.183543675,0.204397369,3,6,11,4,12,11,13,8
GTF3C5,5191.94394,0.476694197,0.237466878,0.651737637,0.514570438,0.962286342,119.0571035,110.3573436,101.9162529,88.58791264,32.63710247,42.59945546,34.23795469,33.54671823,16359,15911,13674,5800,2110,3321,2425,1313
CEL,93.37907242,-0.951882087,0.40786962,-1.544498442,0.122467629,0.367362448,1.178999375,1.08200274,1.125446408,1.069164463,0.2938886,0.897910835,1.482468141,1.711827967,162,156,151,70,19,70,105,67
RALGDS,4223.831162,-0.866343977,0.201629224,-2.700084201,0.006932193,0.038897305,53.79002704,55.22375525,44.68245839,55.38271918,37.97350075,45.83193446,40.11135228,58.94309135,7391,7962,5995,3626,2455,3573,2841,2307
GBGT1,0.14660799,-0.535209197,3.51727745,-0.060638123,0.951647412,,0,0,0.007453287,0.015273778,0,0,0,0,0,0,1,1,0,0,0,0
OBP2B,1.300287106,-3.361192524,3.238069105,-0.938603943,0.347934128,,0,0,0.014906575,0,0.061871284,0,0,0,0,0,2,0,4,0,0,0
ABO,2.163187455,-1.244556175,1.779832816,-0.51837907,0.604193815,1,0.058222191,0.006935915,0.007453287,0.015273778,0,0,0.084712465,0.025549671,8,1,1,1,0,0,6,1
SURF6,3123.48878,0.663300143,0.33050056,1.03289401,0.301653502,0.687359235,73.07612792,46.91452908,93.2182664,57.734881,10.3479723,12.99405251,33.29199883,27.41479715,10041,6764,12507,3780,669,1013,2358,1073
MED22,4648.861586,-0.769281368,0.287645566,-1.555223949,0.119892742,0.361351269,52.65469431,49.4183944,78.28187831,64.11932022,25.16614489,34.63370362,78.00606171,65.61155552,7235,7125,10503,4198,1627,2700,5525,2568
RPL7A,858873.7878,-3.349502118,0.247543043,-12.23049528,2.13632E-34,6.51996E-32,3083.338088,2053.162623,3098.12291,2573.799612,14235.3915,10783.69106,13084.50383,12782.50048,423665,296019,415672,168511,920323,840683,926747,500300
SURF1,5010.729653,-0.157420742,0.273756537,0,1,1,78.57812501,70.88505133,83.90165706,102.395408,53.08556194,41.22693461,30.69414989,44.86522255,10797,10220,11257,6704,3432,3214,2174,1756
SURF2,1045.770925,0.319073839,0.231579451,0,1,1,19.35887863,16.86120937,28.03181418,17.87032031,7.099729875,7.055013701,9.163064987,7.434954306,2660,2431,3761,1170,459,550,649,291
SURF4,19106.29436,1.006956292,0.271484952,2.523263966,0.011627109,0.05933587,426.3319962,462.6394025,407.9855029,493.8317917,107.8107129,134.0067784,68.84299673,102.7352277,58580,66702,54739,32332,6970,10447,4876,4021
STKLD1,221.8580823,-0.471197141,0.24941468,-0.598477387,0.549521443,0.998929371,3.085776142,2.427570251,3.570124699,4.139193849,2.134559309,1.731685181,2.033099165,2.631616129,424,350,479,271,138,135,144,103
REXO4,3124.75937,0.388356756,0.222522512,0.298525577,0.765302058,1,58.78985772,42.5310308,84.36376089,67.08243316,16.24121213,18.72785455,27.95511352,28.99887676,8078,6132,11319,4392,1050,1460,1980,1135
ADAMTS13,433.5057531,0.539811784,0.292684056,0.744433063,0.456614523,0.896184997,9.795883695,11.16682315,6.178775314,8.263113921,2.227366235,2.796350885,2.640205166,4.343444096,1346,1610,829,541,144,218,187,170
CACFD1,3755.044152,0.307052511,0.186671231,0,1,1,58.36046906,74.8940102,76.44836959,83.86831523,23.43374893,32.65829979,27.53155119,27.82359189,8019,10798,10257,5491,1515,2546,1950,1089
SLC2A6,2074.51585,0.181643815,0.18868412,0,1,1,34.64220386,37.31522272,45.99423698,37.52767265,11.35338067,14.90531986,21.26282877,18.29356455,4760,5380,6171,2457,734,1162,1506,716
ADAMTSL2,2.867243817,-1.439347639,1.459700697,-0.765512784,0.443966257,0.879624137,0.021833322,0.02774366,0.02981315,0.030547556,0.046403463,0,0.084712465,0,3,4,4,2,3,0,6,0
FAM163B,1.350128705,1.818369081,2.513673426,0.595320367,0.551629344,,0.116444383,0.006935915,0,0.015273778,0.015467821,0,0,0,16,1,0,1,1,0,0,0
DBH,1.410290446,-4.222122986,2.600386996,-1.499851713,0.133652818,,0,0,0.007453287,0,0,0.038481893,0.056474977,0,0,0,1,0,0,3,4,0
SARDH,9.449312333,0.244128815,1.264070064,0,1,1,0.160111026,0.228885195,0.111799312,0.198559115,0,0.012827298,0,0.332145725,22,33,15,13,0,1,0,13
VAV2,2499.813205,0.922997138,0.279569408,2.149981458,0.031556681,0.128673904,62.57430016,63.96994407,48.5432613,52.06830935,15.31314287,15.90584907,13.41280699,11.19075597,8598,9223,6513,3409,990,1240,950,438
BRD3,3884.235017,0.386662789,0.319250668,0.20277074,0.839314229,1,65.30346538,66.32815517,97.99582367,83.18099522,12.51346725,18.33020833,44.6858254,42.64240116,8973,9563,13148,5446,809,1429,3165,1669
WDR5,3842.732273,0.468027023,0.158458396,0.922001812,0.35652763,0.769098249,72.97423909,63.67169973,90.82576112,89.19886377,19.53585802,24.91061201,30.96240603,33.82776461,10027,9180,12186,5840,1263,1942,2193,1324
RXRA,4290.25201,-0.609825908,0.175361875,-1.641735483,0.100644835,0.315426829,52.45091664,53.34412229,69.65097142,65.2495798,30.84283523,39.55938592,56.67263922,48.16113013,7207,7691,9345,4272,1994,3084,4014,1885
COL5A1,8.470957828,-0.0771222,0.886967526,0,1,1,0.094611061,0.228885195,0.126705887,0.122190224,0,0.102618381,0.084712465,0.127748356,13,33,17,8,0,8,6,5
FCN2,46.65767641,-0.923441029,0.444680865,-1.352684547,0.176156429,0.474675645,0.494888627,0.5548732,0.551543273,0.687320012,0.13921039,0.731155965,0.53651228,0.740940463,68,80,74,45,9,57,38,29
FCN1,0.559009951,1.632712237,2.949131661,0.444464437,0.656706835,,0.014555548,0.006935915,0.044719725,0.015273778,0,0,0,0,2,1,6,1,0,0,0,0
OLFM1,67.79899897,1.128961692,0.433471031,1.861793612,0.062632187,0.220098443,1.717554645,1.505093556,1.498110782,1.817579587,0.355759885,0.551573798,0.141187442,0.332145725,236,217,201,119,23,43,10,13
PPP1R26,5467.889883,-0.943258987,0.351642395,-1.766939658,0.077238335,0.258856285,51.76680589,53.03894203,81.65821753,81.04266629,25.76938992,36.3782161,111.382773,78.30974209,7113,7647,10956,5306,1666,2836,7889,3065
C9orf116,520.6950368,0.016173614,0.216948097,0,1,1,8.231162303,7.421429053,10.66565437,10.87492997,4.098972586,3.69426172,3.769704702,5.672026996,1131,1070,1431,712,265,288,267,222
MRPS2,8513.276229,-0.279887506,0.203371784,0,1,1,132.1934855,120.1924711,160.4320128,129.2467098,78.09702862,74.60356307,75.39409404,77.87539768,18164,17329,21525,8462,5049,5816,5340,3048
LCN1,0.110523241,-0.542898712,3.517788334,-0.062815211,0.949913653,,0.007277774,0.006935915,0,0,0,0,0,0,1,1,0,0,0,0,0,0
OBP2A,5.107804659,0.537106859,1.247896194,0.172433224,0.863096954,1,0.101888835,0.11097464,0.134159174,0.061095112,0.061871284,0,0,0.076649013,14,16,18,4,4,0,0,3
PAEP,20.87626862,1.247134703,0.892102763,1.03710766,0.299685686,0.684755483,0.225610991,0.561809115,0.745328747,0.580403566,0.092806926,0.26937325,0,0.025549671,31,81,100,38,6,21,0,1
GLT6D1,0.151867157,-0.461976249,3.512533075,-0.039870985,0.968195983,,0,0.006935915,0,0.015273778,0,0,0,0,0,1,0,1,0,0,0,0
LCN9,0.813036873,-3.379248714,3.481122927,-0.878257012,0.379804259,,0,0.006935915,0,0,0,0.051309191,0,0,0,1,0,0,0,4,0,0
SOHLH1,10.12484598,1.077183214,1.080707241,0.69885265,0.484644121,0.930005306,0.189222122,0.187269705,0.298131499,0.290201783,0.123742569,0,0,0.076649013,26,27,40,19,8,0,0,3
KCNT1,27.33978003,-1.469127486,0.583708965,-1.965361954,0.04937236,0.18221308,0.101888835,0.26356477,0.313038074,0.381844451,0.247485137,0.474610013,0.465918559,0.127748356,14,38,42,25,16,37,33,5
CAMSAP1,2598.311158,0.341487843,0.275731472,0.070937671,0.943447361,1,40.59542292,44.68810036,60.44616139,61.1409335,9.961276774,14.1100274,29.71995654,25.70296918,5578,6443,8110,4003,644,1100,2105,1006
UBAC1,4910.690771,-0.53463688,0.195234161,-1.089505979,0.27593082,0.647358419,58.46235789,51.8251569,90.02080608,86.89252328,41.22174317,42.72772843,51.34987266,59.14748872,8033,7472,12078,5689,2665,3331,3637,2315
NACC2,3324.371161,0.551773698,0.319465173,0.719469985,0.47185139,0.914582584,55.4202484,49.76519015,98.89767145,79.37782448,12.04943262,15.03359283,39.16539642,26.90380373,7615,7175,13269,5197,779,1172,2774,1053
LHX3,2.547807084,0.889424298,1.435169708,0.395420973,0.692532233,1,0.03638887,0.08323098,0.096892737,0.015273778,0.015467821,0.025654595,0.014118744,0,5,12,13,1,1,2,1,0
QSOX2,2626.775428,0.702335277,0.234629644,1.621309125,0.104951359,0.32561594,57.60358057,65.8773207,52.87362132,49.76196886,9.822066384,17.72732534,21.06516635,19.7498958,7915,9498,7094,3258,635,1382,1492,773
GPSM1,4523.904674,0.408230147,0.179867358,0.479809419,0.631362915,1,84.34939973,94.0787511,94.32880623,89.22941132,28.83201849,30.33655892,36.49695376,33.29122151,11590,13564,12656,5842,1864,2365,2585,1303
DNLZ,6.654423423,-0.194471494,1.167082144,0,1,1,0.094611061,0.104038725,0.201238762,0.045821334,0,0.115445679,0.127068698,0,13,15,27,3,0,9,9,0
CARD9,24.96106771,-0.962145579,0.618919689,-1.034411243,0.300943951,0.686426015,0.283833183,0.2774366,0.395024236,0.244380449,0.201081674,0.205236762,0.607106001,0.076649013,39,40,53,16,13,16,43,3
SNAPC4,1769.359613,0.067038356,0.309502978,0,1,1,32.02220525,34.08308632,31.14728834,29.08127339,8.337155561,8.594289418,23.87479644,18.88120698,4400,4914,4179,1904,539,670,1691,739
PMPCA,3137.399121,0.949674475,0.201682626,3.112545657,0.001854813,0.012942208,73.04701683,62.67986388,92.27915218,63.27926243,12.1113039,17.23988803,22.13819091,21.18067739,10037,9037,12381,4143,783,1344,1568,829
INPP5E,1203.23897,-0.351273801,0.264062969,-0.111131472,0.911512092,1,14.9849365,15.20352569,24.12629154,21.13890881,7.440021938,7.798996964,17.25310541,13.56687538,2059,2192,3237,1384,481,608,1222,531
SEC16A,5668.743642,0.757476296,0.159059876,2.738265694,0.006176415,0.035269066,114.5448837,106.6882446,137.2001158,146.8573759,24.91865976,32.33761735,42.87862614,42.6935005,15739,15382,18408,9615,1611,2521,3037,1671
NOTCH1,2357.074792,1.276816428,0.214836058,4.444730272,8.80022E-06,0.000130337,48.81930745,58.7125205,57.18162148,71.17580568,9.404435215,8.247952382,14.27405039,14.46111387,6708,8465,7672,4660,608,643,1011,566
EGFL7,3258.771462,0.679018926,0.465665643,0.766839548,0.44317692,0.878655817,80.62317948,105.8073834,38.0117661,47.56254482,28.61546899,25.56480419,10.3490395,13.66907407,11078,15255,5100,3114,1850,1993,733,535
AGPAT2,4377.576185,0.563049608,0.471812715,0.511053445,0.609313634,1,106.6921657,136.5889742,45.63647919,65.11211579,36.07095875,42.9073106,13.85048806,18.67680961,14660,19693,6123,4263,2332,3345,981,731
LCN10,0.219348897,0.297386446,3.470299383,0,1,,0.007277774,0.020807745,0,0,0,0,0,0,1,3,0,0,0,0,0,0
LCN6,0.189656011,-2.713963104,3.533811541,-0.676899427,0.498469767,,0,0,0,0,0,0.012827298,0,0,0,0,0,0,0,1,0,0
LCN8,0.677918184,0.211685016,2.861809442,0,1,,0,0.01387183,0.007453287,0.030547556,0,0,0,0.025549671,0,2,1,2,0,0,0,1
LCN15,431.0662264,0.519165656,0.384610376,0.512824338,0.608074203,1,7.990995763,13.32389272,7.468194046,6.063689883,2.552190478,4.322799304,2.950817538,1.737377638,1098,1921,1002,397,165,337,209,68
TMEM141,12077.70528,-0.219069639,0.221592031,0,1,1,164.0846908,206.9815755,193.5395158,221.8821736,99.82931723,113.1752471,79.38969865,139.1690588,22546,29842,25967,14527,6454,8823,5623,5447
CCDC183,283.5004375,-0.71428698,0.311555005,-1.259356707,0.207901519,0.534042537,4.628664213,4.328010962,2.452131578,3.375504947,2.675933046,3.309442791,2.837867585,2.784914156,636,624,329,221,173,258,201,109
RABL6,29247.85817,0.388906821,0.199419722,0.335868114,0.736970323,1,569.7623646,597.0366275,589.010949,567.6957823,152.6209906,176.5292701,284.9021392,243.1562204,78288,86079,79027,37168,9867,13762,20179,9517
PHPT1,15422.76361,0.437338778,0.336469057,0.34300534,0.731594443,1,278.1274081,401.0900928,266.9767572,285.1919836,122.7062246,141.2798562,63.97202998,92.87305464,38216,57828,35820,18672,7933,11014,4531,3635
MAMDC4,550.3651898,0.171891012,0.358784822,0,1,1,10.98943862,10.36225701,9.748900012,9.622480166,2.382044446,2.475668444,8.499484009,4.445642781,1510,1494,1308,630,154,193,602,174
EDF1,36145.62267,-0.944763251,0.315865501,-1.971836602,0.048628263,0.180024136,493.2729607,507.2512078,407.6128385,295.7767118,461.6061844,402.8412823,330.1809519,332.7078178,67778,73134,54689,19365,29843,31405,23386,13022
TRAF2,2341.469723,0.354774561,0.208316954,0.157675434,0.874712559,1,49.21958502,47.76071071,46.30727506,39.87983447,12.96203406,15.68778501,21.79934105,18.70235928,6763,6886,6213,2611,838,1223,1544,732
FBXW5,14528.98312,-0.207962563,0.159163158,0,1,1,201.2741155,210.0472499,281.9951315,263.6559566,114.1215839,120.1789516,137.5024498,146.5784634,27656,30284,37835,17262,7378,9369,9739,5737
C8G,15.03271657,-0.130794909,0.593448484,0,1,1,0.240166539,0.284372515,0.260865061,0.213832893,0.154678211,0.115445679,0.155306186,0.076649013,33,41,35,14,10,9,11,3
LCN12,121.6205199,-1.151386584,0.534634488,-1.551449651,0.120793964,0.363599157,1.637499132,1.872697051,0.864581347,0.748415124,1.14461876,2.822005481,0.790649675,0.689841121,225,270,116,49,74,220,56,27
PTGDS,3.352722775,0.655294497,1.382036003,0.241213978,0.809389278,1,0.065499965,0.09710281,0.007453287,0.122190224,0.015467821,0.051309191,0.014118744,0,9,14,1,8,1,4,1,0
LCNL1,1.429285513,2.032868594,1.926663711,0.888032763,0.374523128,,0.03638887,0.02774366,0.037266437,0.07636889,0,0,0.014118744,0,5,4,5,5,0,0,1,0
CLIC3,3.499567402,-0.95050415,1.29606662,-0.484987458,0.627685242,1,0.043666644,0.048551405,0.022359862,0.045821334,0.077339105,0.012827298,0,0.051099342,6,7,3,3,5,1,0,2
ABCA2,10667.32163,1.257270836,0.238299857,3.925066311,8.67058E-05,0.000959987,256.9709193,295.3035172,236.1574135,261.0746881,38.08177549,39.94420485,75.25290659,59.76068083,35309,42576,31685,17093,2462,3114,5330,2339
FUT7,6.095001075,-0.004243622,1.062844494,0,1,1,0.087333287,0.090166895,0.171425612,0.07636889,0,0.064136488,0.014118744,0.153298027,12,13,23,5,0,5,1,6
NPDC1,9221.102656,-0.003312324,0.275109088,0,1,1,152.0909194,213.0574371,128.2338109,143.4818709,70.76528143,93.01073518,63.97202998,76.13802004,20898,30718,17205,9394,4575,7251,4531,2980
ENTPD2,4701.992486,-0.110934908,0.38482719,0,1,1,91.13956279,98.94082752,52.97051406,67.76975317,48.98658935,53.36155818,23.88891519,28.74338005,12523,14265,7107,4437,3167,4160,1692,1125
SAPCD2,12502.88623,-0.034439941,0.363041578,0,1,1,148.4374769,133.176504,331.8129049,282.0150378,55.85430191,59.98044376,179.604545,144.2278937,20396,19201,44519,18464,3611,4676,12721,5645
UAP1L1,1974.170715,-0.616758488,0.196841993,-1.497802316,0.134184619,0.392462055,26.26548607,25.45480806,31.03548903,27.01931336,12.77642021,17.72732534,26.44440789,24.65543266,3609,3670,4164,1769,826,1382,1873,965
MAN1B1,5182.901284,0.935252292,0.199282948,3.077655186,0.002086362,0.014257874,120.9857136,117.4944002,119.3793054,119.2882065,28.78561503,25.23129446,32.48723041,30.81290341,16624,16940,16017,7810,1861,1967,2301,1206
DPP7,25765.27087,0.070236299,0.266338334,0,1,1,480.6169119,549.0678394,396.1794955,402.8306221,223.8657745,212.638113,178.9550828,201.7146538,66039,79163,53155,26374,14473,16577,12675,7895
GRIN1,25.36656203,0.398427295,0.464525578,0.164682429,0.869193948,1,0.473055305,0.45777039,0.491916973,0.610951122,0.123742569,0.21806406,0.127068698,0.281046383,65,66,66,40,8,17,9,11
LRRC26,221.2833386,2.236711363,0.289570887,6.612485415,3.7792E-11,1.46564E-09,5.0507751,6.700093893,8.586187167,5.391643649,0.541373738,0.525919203,0.833005908,0.689841121,694,966,1152,353,35,41,59,27
TMEM210,73.21237843,-0.028476571,0.357774495,0,1,1,1.171721601,1.574452706,0.968927371,1.298271134,0.618712843,0.48743731,0.53651228,0.817589477,161,227,130,85,40,38,38,32
ANAPC2,2171.560199,0.090427235,0.22778282,0,1,1,41.46147802,38.97984232,43.72098431,32.25821922,11.8174153,14.35374606,22.10995342,23.58234648,5697,5620,5866,2112,764,1119,1566,923
SSNA1,10011.42432,0.133294195,0.184308631,0,1,1,142.1858691,164.2008518,241.3523549,197.5357714,64.54721736,77.56666882,76.12826873,102.6841284,19537,23674,32382,12933,4173,6047,5392,4019
TPRN,3185.24658,-0.209567133,0.209867326,0,1,1,51.78863921,53.45509693,51.65128217,49.77724264,28.67734028,25.14150337,28.39279459,29.96976426,7116,7707,6930,3259,1854,1960,2011,1173
TMEM203,3175.541504,0.649783552,0.255032058,1.285546058,0.198601533,0.516901542,47.07991948,45.76316719,92.58473697,95.09454209,13.7199573,20.36974865,20.8251477,29.5865192,6469,6598,12422,6226,887,1588,1475,1158
NDOR1,912.2024274,-0.284041017,0.255499028,0,1,1,13.79865935,15.0717433,16.70281722,11.98991576,4.934234924,6.708676665,11.63384522,11.21630564,1896,2173,2241,785,319,523,824,439
RNF208,2866.765798,-0.346543046,0.226401387,-0.108722615,0.913422504,1,42.2765887,43.51593073,42.27504654,49.48704086,27.82661012,28.06612723,21.14987881,27.7213932,5809,6274,5672,3240,1799,2188,1498,1085
CYSRT1,295.6340142,-0.683344701,0.409977735,-0.881551788,0.378019236,0.799128454,2.19060995,2.427570251,6.3651075,5.574928985,1.732395961,1.616239502,5.082747913,4.190146069,301,350,854,365,112,126,360,164
RNF224,87.96094544,-0.651597594,0.296843248,-1.110584462,0.266747254,0.632638099,1.026166123,1.317823851,1.393764757,1.038616907,0.603245022,0.833774347,0.945955862,1.303033229,141,190,187,68,39,65,67,51
SLC34A3,320.3403785,-1.186035681,0.305957151,-2.824276478,0.004738749,0.028345673,3.151276107,4.119933512,3.383792512,2.96311294,3.078096394,2.975933052,5.774566378,2.963761854,433,594,454,194,199,232,409,116
TUBB4B,32610.84236,1.199366385,0.270747319,3.240801396,0.001191942,0.009001438,876.498702,747.4904958,977.6700774,571.7891548,176.5651776,167.3962342,141.3145107,157.6670207,120435,107771,131173,37436,11415,13050,10009,6171
FAM166A,44.46750696,-0.265705728,0.69937014,0,1,1,0.938832836,0.950220355,0.432290673,0.427665785,0.340292064,0.949220025,0.183543675,0.076649013,129,137,58,28,22,74,13,3
NELFB,6694.361884,1.123252457,0.188111323,4.259841179,2.04572E-05,0.000275594,147.0183109,159.6855711,170.0243938,169.3251034,33.14754057,37.5070183,30.66591241,37.5580166,20201,23023,22812,11086,2143,2924,2172,1470
TOR4A,93.173914,0.53321171,0.503273144,0.419818975,0.674617702,1,1.455554784,1.532837216,2.951501839,1.955043589,0.324824243,0.21806406,1.425993164,0.66429145,200,221,396,128,21,17,101,26
NRARP,1851.917495,-0.606655701,0.252435861,-1.127920592,0.259353457,0.619689764,16.00382485,19.21942047,35.76832657,35.1296895,12.34332122,19.20246457,20.86750393,23.68454516,2199,2771,4799,2300,798,1497,1478,927
EXD3,709.0870795,-0.342365536,0.198474296,-0.102972736,0.917984609,1,10.26166123,11.71476044,11.14266477,10.66109707,5.444673019,5.579874473,7.920615497,7.639351675,1410,1689,1495,698,352,435,561,299
NOXA1,874.9729321,-1.066322597,0.329094142,-2.261950024,0.023700491,0.102917165,11.72449378,13.40018779,6.104242439,7.346687238,9.156950078,9.864191884,8.697146428,11.52290169,1611,1932,819,481,592,769,616,451
ENTPD8,85.56429314,0.356063972,0.472060892,0.072312445,0.942353261,1,1.804887932,2.725814596,0.983833946,0.977521795,0.464034632,0.885083537,0.451799814,0.715390792,248,393,132,64,30,69,32,28
NSMF,14946.76623,-0.701128908,0.183820311,-2.062888539,0.039123219,0.15197866,172.2721864,175.44397,238.4381195,221.8058047,105.7998962,130.7742994,193.3985581,200.6671172,23671,25295,31991,14522,6840,10195,13698,7854
PNPLA7,616.2652914,0.026666162,0.266461886,0,1,1,12.03016029,13.28227723,9.383688926,8.171471252,3.851487448,5.079609865,6.071060007,5.518728969,1653,1915,1259,535,249,396,430,216
MRPL41,8521.274862,0.913800221,0.238660748,2.479972642,0.013139246,0.065241572,151.2248643,209.8322366,225.8644235,198.2383652,50.36322543,54.862352,40.61962707,46.80699755,20779,30253,30304,12979,3256,4277,2877,1832
DPH7,5577.368688,-1.553655422,0.287292705,-4.287360266,1.80809E-05,0.000247646,61.20607866,60.72393585,37.96704638,34.22853659,51.53877983,77.92583316,72.40092027,77.92649702,8410,8755,5094,2241,3332,6075,5128,3050
