gene_name,Ensembl_ID,outdegree_diff,rank_outdegree,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpvalue,rank_exp,chromvar_ave_diff,motif_name,rank_chromvar,TF_rank,,,,,,,,,,,,,,
SRF,ENSG00000112658,52.25990863,236,2958.08794,-0.40422861,0.24140623,-1.674474638,0.094037355,0.285213128,-1.026699596,534,3.645907271,SRF_M4577_1.02,160,930,,,,,,,,,,,,,,
NRF1,ENSG00000106459,9.009303505,311,999.333587,-0.161504609,0.153506849,-1.052100347,0.292753513,0.542084519,-0.533497885,445,3.34554092,NRF1_M5688_1.02,174,930,,,,,,,,,,,,,,
HOXC5,ENSG00000172789,143.748077,139,10.58639876,1.027427233,0.869893174,1.181095867,0.237564642,0.482703648,-0.624218198,111,-9.584247248,HOXC5_M0949_1.02,681.5,931.5,,,,,,,,,,,,,,
OLIG1,ENSG00000184221,63.54504131,216,91.43514181,-0.201816142,1.069379013,-0.188722744,0.850310125,0.930281672,-0.07042265,290,-3.594367147,OLIG1_M5690_1.02,427,933,,,,,,,,,,,,,,
CREB3L2,ENSG00000182158,-71.48007871,474,4362.437669,-0.152453934,0.436109979,-0.349576808,0.726656319,0.865002848,-0.138670946,312,4.035855187,CREB3L2_M0305_1.02,148,934,,,,,,,,,,,,,,
MEF2C,ENSG00000081189,226.269692,100,183.3892808,-1.658990437,1.057603706,-1.568631451,0.11673384,0.324537657,-0.93280323,518,-0.705744319,MEF2C_M2297_1.02,320,938,,,,,,,,,,,,,,
RARB,ENSG00000077092,-35.96821181,400,297.3183749,-1.146370993,0.922663853,-1.2424579,0.214067665,0.455699141,-0.669448929,471,8.882036761,RARB_M6445_1.02,68,939,,,,,,,,,,,,,,
TOPORS,ENSG00000197579,-116.8780911,532,1827.886949,-0.072112854,0.327775013,-0.220007172,0.825865569,0.918227247,-0.08309064,294,5.55288724,TOPORS_M3524_1.02,113,939,,,,,,,,,,,,,,
RORA,ENSG00000069667,54.9581626,231,625.2017995,-0.648367415,0.562717525,-1.15220761,0.249235771,0.496757591,-0.603389626,456,0.947173163,RORA_M6454_1.02,254,941,,,,,,,,,,,,,,
BHLHA15,ENSG00000180535,-27.72515882,378,152.639644,2.598363835,0.810889323,3.204338449,0.001353732,0.01728928,-2.868467181,20,-5.487049503,BHLHA15_M5304_1.02,544,942,,,,,,,,,,,,,,
LBX1,ENSG00000138136,-40.68448944,412,1.738410158,1.591302296,1.994068641,0.798017813,0.424860153,0.66287236,-0.371753999,147,-2.322563509,LBX1_M0894_1.02,384.5,943.5,,,,,,,,,,,,,,
DRGX,ENSG00000165606,146.9063819,137,7.732791049,-1.757807518,1.924424196,-0.913419984,0.361021699,0.607215875,-0.442466694,419,-2.492142007,DRGX_M5348_1.02,389,945,,,,,,,,,,,,,,
IKZF4,ENSG00000123411,65.55013142,213,524.6288524,-0.286408819,0.265622852,-1.078253686,0.28092056,0.52950628,-0.551416475,449,0.471215792,IKZF4_M3450_1.02,283,945,,,,,,,,,,,,,,
NFAT5,ENSG00000102908,-96.26146803,499,2501.954293,1.199266928,0.389610784,3.07811533,0.002083143,0.023557084,-2.681280962,21,-3.526511344,NFAT5_M5655_1.02,426,946,,,,,,,,,,,,,,
HESX1,ENSG00000163666,41.1649781,253,40.1972871,0.43478326,0.417679872,1.040948558,0.297899424,0.547666403,-0.525930337,124,-6.016690619,HESX1_M5507_1.02,570,947,,,,,,,,,,,,,,
OTX2,ENSG00000165588,84.14866399,188,1.062363796,-2.336168201,1.491321039,-1.566509249,0.117229445,NA,-0.930963291,517,1.274754172,OTX2_M5701_1.02,245,950,,,,,,,,,,,,,,
MLX,ENSG00000108788,-82.66019463,487,3043.96982,-0.044922216,0.270171648,-0.166272871,0.867942214,0.940046895,-0.061509188,287,3.255208912,MLX_M5632_1.02,176,950,,,,,,,,,,,,,,
HES2,ENSG00000069812,120.6320845,162,385.0708922,-2.027057522,0.949638899,-2.134556118,0.032797285,0.151287443,-1.484162104,582,2.432117853,HES2_M0199_1.02,207,951,,,,,,,,,,,,,,
PHOX2B,ENSG00000109132,105.9292243,171,0.368788425,-1.604853392,3.384588792,-0.474164955,0.635382282,NA,-0.1969649,334,-4.04570009,PHOX2B_M5716_1.02,449,954,,,,,,,,,,,,,,
PPARD,ENSG00000112033,4.172826019,323,2219.120875,-0.63091725,0.457077478,-1.380328893,0.167485403,0.398991923,-0.776023038,491,4.336411521,PPARD_M6432_1.02,142,956,,,,,,,,,,,,,,
BCL6,ENSG00000113916,-44.22823926,418,2832.010764,0.026491397,0.633852124,0.041794286,0.96666269,0.985049203,-0.014725043,259,0.510219968,BCL6_M6159_1.02,279,956,,,,,,,,,,,,,,
LBX2,ENSG00000179528,6.730067292,314,32.16278526,0.682877107,0.944977992,0.722638107,0.46990225,0.696011126,-0.327992476,157,-4.726658479,LBX2_M5594_1.02,487,958,,,,,,,,,,,,,,
IRX1,ENSG00000170549,134.7345398,145.5,9.014082353,-5.384827275,3.927794403,-1.370954465,0.170389151,0.403113043,-0.768558061,486,-0.908713625,IRX1_M6037_1.02,330.5,962,,,,,,,,,,,,,,
SPIB,ENSG00000269404,38.58360597,259,7.881251798,-1.13187326,0.880133971,-1.28602383,0.198434745,0.43634621,-0.702382282,478,1.745459456,SPIB_M5864_1.02,227,964,,,,,,,,,,,,,,
BARX1,ENSG00000131668,116.5737158,165,110.5802984,0.083821489,1.151472611,0.072795035,0.941969222,0.972984269,-0.025963287,253,-5.563666921,BARX1_M5301_1.02,547,965,,,,,,,,,,,,,,
ZNF589,ENSG00000164048,24.32548577,284,2212.396246,-0.248326819,0.589078225,-0.421551517,0.673352401,0.833088495,-0.171757587,328,-1.539543999,ZNF589_M6559_1.02,356,968,,,,,,,,,,,,,,
HOXC8,ENSG00000037965,41.75050025,250,68.16750935,1.380593291,1.018368123,1.355691778,0.175197257,0.408942964,-0.756472699,100,-7.098155699,HOXC8_M6300_1.02,626,976,,,,,,,,,,,,,,
TFCP2L1,ENSG00000115112,18.13240153,295,1203.332616,-1.793618904,0.975163914,-1.839299915,0.065871086,0.230951602,-1.18130518,550,4.585344733,TFCP2L1_M0820_1.02,131,976,,,,,,,,,,,,,,
ETV2,ENSG00000105672,-130.0805261,543,47.42329607,0.395729552,0.367647354,1.076383518,0.281755771,0.530548446,-0.550127181,120,-0.573569917,ETV2_M5421_1.02,315,978,,,,,,,,,,,,,,
ZSCAN10,ENSG00000130182,-150.4111912,570,9.401618329,3.319507466,1.184483269,2.80249418,0.005070913,0.043737728,-2.294913828,27,-2.213733776,ZSCAN10_M0398_1.02,381,978,,,,,,,,,,,,,,
SMAD3,ENSG00000166949,167.9679441,127,3052.60628,-2.501436716,0.754583606,-3.314989483,0.000916466,0.013080995,-3.037883772,671,3.210235889,SMAD3_M6465_1.02,180.5,978.5,,,,,,,,,,,,,,
YBX1,ENSG00000065978,-25.63279794,375,40835.04627,-0.378165523,0.369802223,-1.022615603,0.30648963,0.555632535,-0.513584216,439,3.544808527,YBX1_M6537_1.02,166,980,,,,,,,,,,,,,,
TCFL5,ENSG00000101190,-48.61115075,430,1129.757401,-0.128435704,0.234238165,-0.548312459,0.583477374,0.776931923,-0.233975981,350,2.54415078,TCFL5_M0212_1.02,204,984,,,,,,,,,,,,,,
NR1D1,ENSG00000126368,151.3610188,135,541.7609375,-0.712929507,0.351260834,-2.029629941,0.042394169,0.177287104,-1.372693872,571,0.493997724,NR1D1_M6382_1.02,281,987,,,,,,,,,,,,,,
PAX1,ENSG00000125813,7.364707317,313,26.84953685,5.433958118,1.617710478,3.35904242,0.000782131,0.011566572,-3.10672072,16,-8.319617829,PAX1_M5702_1.02,658,987,,,,,,,,,,,,,,
MNX1,ENSG00000130675,20.40279187,291,334.1875645,0.748569642,0.528177904,1.417268,0.156404587,0.383895693,-0.805750514,98,-6.578577761,MNX1_M5635_1.02,599,988,,,,,,,,,,,,,,
ZFX,ENSG00000005889,-276.0812028,643,1716.947961,0.559602537,0.338658578,1.652409164,0.098451169,0.293220833,-1.006779124,77,0.642463858,ZFX_M6547_1.02,268,988,,,,,,,,,,,,,,
ZNF282,ENSG00000170265,-37.94199658,409,2364.839331,0.018501503,0.28677646,0.064515419,0.94855983,0.976524781,-0.022935271,255,-0.823688434,ZNF282_M5970_1.02,327,991,,,,,,,,,,,,,,
IKZF1,ENSG00000185811,-55.79812873,443,5.782738938,-1.208872334,1.369078459,-0.88298251,0.377245722,0.622726965,-0.423375677,415,4.527919632,IKZF1_M3525_1.02,133,991,,,,,,,,,,,,,,
ZNF143,ENSG00000166478,-331.9854261,658,1109.263315,0.109062474,0.195032133,0.559202591,0.576023465,0.771773496,-0.239559825,181,3.688109772,ZNF143_M4484_1.02,155,994,,,,,,,,,,,,,,
NFATC1,ENSG00000131196,107.7835283,170,265.4492456,0.245843287,0.830014832,0.296191439,0.767083887,0.886879036,-0.11515714,224,-6.669470167,NFATC1_M6362_1.02,602,996,,,,,,,,,,,,,,
E2F5,ENSG00000133740,-26.75196429,377,987.1152315,-0.143629755,0.345118553,-0.416175119,0.677281865,0.835571657,-0.169230553,327,0.032240754,E2F5_M6194_1.02,293,997,,,,,,,,,,,,,,
HNF4G,ENSG00000164749,-253.4678329,633,617.0050246,0.085850324,0.791888061,0.108412196,0.913668727,0.96080328,-0.03921124,247,4.869362842,HNF4G_M6284_1.02,126,1006,,,,,,,,,,,,,,
SOX14,ENSG00000168875,55.09790632,230,0.75647858,1.704630319,1.642283462,1.037963518,0.29928704,NA,-0.523912089,125,-8.025577719,SOX14_M5816_1.02,652,1007,,,,,,,,,,,,,,
ELF4,ENSG00000102034,-22.86735212,367,1064.072259,-1.337679036,0.837018929,-1.598146696,0.110010333,0.31369038,-0.958566519,525,5.402480491,ELF4_M5377_1.02,117,1009,,,,,,,,,,,,,,
NFIB,ENSG00000147862,55.9477355,229,6124.166309,0.65733369,0.534942459,1.228793264,0.219149328,0.461522045,-0.659259857,105,-9.247220593,NFIB_M5662_1.02,676,1010,,,,,,,,,,,,,,
NOTO,ENSG00000214513,-88.19523489,493,1.895722245,1.811025559,1.166535159,1.55248262,0.120546788,0.330601959,-0.918844356,83,-3.853879056,NOTO_M5672_1.02,438,1014,,,,,,,,,,,,,,
STAT4,ENSG00000138378,218.0843919,104,61.46985821,-3.400686595,0.990534653,-3.433182862,0.00059654,0.009500916,-3.224360706,675,1.414953691,STAT4_M6496_1.02,236,1015,,,,,,,,,,,,,,
ZKSCAN3,ENSG00000189298,-56.26031243,445.5,469.668874,-0.01572514,0.350397355,-0.04487802,0.964204536,0.983809165,-0.01583083,269,-0.063760363,ZKSCAN3_M5971_1.02,300.5,1015,,,,,,,,,,,,,,
ONECUT1,ENSG00000169856,77.76277638,201,4.871200721,-2.551673948,1.125799874,-2.26654311,0.023418151,0.122047205,-1.630447402,599,2.226527675,ONECUT1_M5694_1.02,216,1016,,,,,,,,,,,,,,
HHEX,ENSG00000152804,68.82891623,211,304.207396,-0.845617787,0.826611861,-1.022992563,0.306311362,0.555557853,-0.513836894,440,-1.720379557,HHEX_M1110_1.02,365,1016,,,,,,,,,,,,,,
LIN54,ENSG00000189308,63.3904681,217,1418.213024,0.251859022,0.35518561,0.709091289,0.478267828,0.702109511,-0.320328832,160,-7.47316964,LIN54_M0594_1.02,639,1016,,,,,,,,,,,,,,
HOMEZ,ENSG00000215271,80.90946789,195,1077.705755,-0.449483236,0.320385855,-1.402943449,0.160633703,0.389521914,-0.794163329,496,-0.790467586,HOMEZ_M5530_1.02,326,1017,,,,,,,,,,,,,,
USF2,ENSG00000105698,-161.2977382,577,4530.50097,0.038684892,0.294002416,0.131580185,0.895316359,0.952583227,-0.04802348,242,2.732608783,USF2_M4579_1.02,198,1017,,,,,,,,,,,,,,
RXRA,ENSG00000186350,-223.1479021,617,3498.930848,0.351811422,0.769575809,0.457149793,0.647563383,0.817661795,-0.188717717,199,2.59559551,RXRA_M4576_1.02,202,1018,,,,,,,,,,,,,,
DMRT3,ENSG00000064218,53.47143105,232,82.8217937,-0.833403396,1.547505958,-0.538546163,0.590200044,0.78125336,-0.229000762,348,-3.889078607,DMRT3_M0629_1.02,440,1020,,,,,,,,,,,,,,
IRF6,ENSG00000117595,-29.66205688,382,4059.011374,-0.502779751,0.647081222,-0.776996355,0.437160921,0.672051238,-0.359358668,390,1.118305214,IRF6_M1266_1.02,250,1022,,,,,,,,,,,,,,
MLXIPL,ENSG00000009950,-209.3406838,606,270.8866936,-0.05482051,0.854057311,-0.064188327,0.948820272,0.976567274,-0.022816045,270,4.07255052,MLXIPL_M5633_1.02,146,1022,,,,,,,,,,,,,,
PITX1,ENSG00000069011,122.4385717,160,3236.183271,-1.307331609,0.821204672,-1.591968059,0.111391882,0.315728009,-0.95314646,524,-1.133311587,PITX1_M5719_1.02,342,1026,,,,,,,,,,,,,,
NPAS4,ENSG00000174576,-45.86826761,426,2.18424413,-0.119817536,0.924745088,-0.129568178,0.896908082,0.953146107,-0.047252063,279,-0.73332331,NPAS4_M4930_1.02,322,1027,,,,,,,,,,,,,,
ZBTB49,ENSG00000168826,-42.54917585,415,241.1165836,-0.1301534,0.26300364,-0.494872999,0.620689771,0.800878523,-0.207125412,336,0.442743014,ZBTB49_M5959_1.02,284,1035,,,,,,,,,,,,,,
MYCL,ENSG00000116990,-4.731898907,340,1234.768081,-1.825914184,0.778730214,-2.344732682,0.019040726,0.106962528,-1.720316505,608,6.755163096,MYCL_M1927_1.02,88,1036,,,,,,,,,,,,,,
NR1H3,ENSG00000025434,-67.65754265,469.5,566.1664848,0.048028061,0.487920244,0.098434246,0.921587483,0.963502911,-0.035463433,250,-0.601817163,NR1H3_M6383_1.02,316.5,1036,,,,,,,,,,,,,,
MEIS1,ENSG00000143995,81.80449498,191,658.2616937,-0.750386708,0.624747532,-1.201103918,0.229710893,0.474275908,-0.638818409,462,-2.373525552,MEIS1_M6343_1.02,386,1039,,,,,,,,,,,,,,
VTN,ENSG00000109072,-47.97028483,429,8.12164789,2.108897908,0.994122053,2.121367193,0.033890914,0.154187662,-1.46991672,44,-5.984481293,VTN_M0906_1.02,567,1040,,,,,,,,,,,,,,
BSX,ENSG00000188909,-64.51870086,461,0.379359199,1.637837484,2.637718636,0.620929564,0.534645968,NA,-0.271933704,173,-2.931437789,BSX_M5310_1.02,406.5,1040.5,,,,,,,,,,,,,,
NKX62,ENSG00000148826,131.946258,148,0.956440806,-1.642294324,1.899599459,-0.86454769,0.387287094,NA,-0.411966975,406,-4.74941546,NKX62_M5008_1.02,489,1043,,,,,,,,,,,,,,
POU6F2,ENSG00000106536,152.05623,134,105.1366791,-0.877701175,1.495414396,-0.586928398,0.557251797,0.759077057,-0.253948523,354,-5.824767228,POU6F2_M5746_1.02,560,1048,,,,,,,,,,,,,,
ONECUT3,ENSG00000205922,169.3278157,126,4.463815191,-0.245147469,1.48425758,-0.165165044,NA,NA,NA,762,3.629932085,ONECUT3_M5697_1.02,161,1049,,,,,,,,,,,,,,
NPAS2,ENSG00000170485,6.537058446,315,1289.442282,-2.160116913,0.975601152,-2.214139362,0.026819194,0.133147316,-1.571554284,595,4.382413854,NPAS2_M0196_1.02,140,1050,,,,,,,,,,,,,,
HAND2,ENSG00000164107,12.41225274,306.5,6.65129058,-3.216728551,1.870355766,-1.719848496,0.085459985,0.269662771,-1.06823719,540,2.403683483,HAND2_M6268_1.02,210.5,1057,,,,,,,,,,,,,,
ZFY,ENSG00000067646,-513.5069867,705,712.5348803,1.09994258,1.192768032,0.922176442,0.356436549,0.603193427,-0.44801777,133,2.162922342,ZFY_M1963_1.02,219,1057,,,,,,,,,,,,,,
ATF6,ENSG00000118217,-88.22639378,494,3304.221331,-0.043306647,0.337065297,-0.128481477,0.897767956,0.953643575,-0.0468359,278,0.416090063,ATF6_M6155_1.02,287,1059,,,,,,,,,,,,,,
RARG,ENSG00000172819,-139.6849559,554,1237.515161,-0.750286776,0.774252224,-0.969046976,0.332521751,0.580475232,-0.478179941,432,7.945361721,RARG_M5767_1.02,76,1062,,,,,,,,,,,,,,
ESRRG,ENSG00000196482,24.60944838,282,922.4571626,-3.941562481,1.000435803,-3.939845484,8.15E-05,0.002088575,-4.088660683,700,7.188984875,ESRRG_M5412_1.02,82,1064,,,,,,,,,,,,,,
TET1,ENSG00000138336,-18.98229754,360,637.3770759,-0.65736717,0.619483165,-1.061154212,0.288619824,0.53810205,-0.539673842,446,0.859113331,TET1_M0610_1.02,258,1064,,,,,,,,,,,,,,
ZNF713,ENSG00000178665,103.2648734,177,256.5571005,-1.047929477,0.461402489,-2.271182975,0.023135904,0.121014428,-1.635713533,600,0.3282402,ZNF713_M5976_1.02,288,1065,,,,,,,,,,,,,,
SCRT1,ENSG00000170616,-16.3377725,357,1.608504672,0.195157579,1.540312397,0.126699999,0.899177847,0.954192351,-0.046154402,244,-4.474592603,SCRT1_M5804_1.02,472,1073,,,,,,,,,,,,,,
TFDP2,ENSG00000114126,-32.37834436,393,2688.077675,-0.129817786,0.325152016,-0.399252596,0.689707092,0.843729111,-0.161335308,321,-1.699064922,TFDP2_M6515_1.02,362,1076,,,,,,,,,,,,,,
POU4F3,ENSG00000091010,216.5142511,105,4.05134393,-1.079560446,0.78234836,-1.379897372,0.167618246,0.399131969,-0.775678708,489,-4.686970013,POU4F3_M5743_1.02,485,1079,,,,,,,,,,,,,,
SMAD9,ENSG00000120693,-66.49125753,465,3403.956203,-1.130809094,1.143422519,-0.98896871,0.322678451,0.571586071,-0.491230037,435,3.210235889,SMAD9_M6465_1.02,180.5,1080.5,,,,,,,,,,,,,,
HLTF,ENSG00000071794,-233.7689773,622,7957.651541,0.532054086,0.353290131,1.505997591,0.132067792,0.34902051,-0.879203082,88,-1.756169636,HLTF_M6278_1.02,371,1081,,,,,,,,,,,,,,
BARHL2,ENSG00000143032,104.2881895,174,1.505654115,-0.413977882,2.512590463,-0.164761384,0.8691318,0.940768145,-0.06091436,285,-7.004147934,BARHL2_M5298_1.02,623,1082,,,,,,,,,,,,,,
HOXA3,ENSG00000105997,100.5196568,179,255.3424367,-1.229181867,0.637090589,-1.929367484,0.053685257,0.203991866,-1.270144961,557,-1.273622656,HOXA3_M3433_1.02,348,1084,,,,,,,,,,,,,,
RXRG,ENSG00000143171,24.57080699,283,12.00219634,-3.127391968,1.620072042,-1.930403023,0.053556921,0.203678546,-1.271184401,558,1.317590759,RXRG_M5801_1.02,243,1084,,,,,,,,,,,,,,
MECP2,ENSG00000169057,-108.1528022,519,201.5625248,0.02465264,0.438645312,0.056201763,0.955181077,0.980019785,-0.01991429,256,-0.468343556,MECP2_M6339_1.02,311,1086,,,,,,,,,,,,,,
HOXA6,ENSG00000106006,32.77316993,272,88.50831101,0.361543712,0.521540738,0.69322238,0.488170006,0.709228909,-0.311428908,164,-8.14462145,HOXA6_M1027_1.02,654,1090,,,,,,,,,,,,,,
KLF11,ENSG00000172059,-255.3147915,635,974.4138079,-0.159678383,0.556317348,-0.28702751,0.774091256,0.889978718,-0.111207838,302,3.730575974,KLF11_M5592_1.02,153,1090,,,,,,,,,,,,,,
ZSCAN4,ENSG00000180532,-88.22898058,495,0.504174752,-0.256208338,1.545824029,-0.16574224,0.868359803,NA,-0.061300289,286,-0.409242577,ZSCAN4_M5981_1.02,310,1091,,,,,,,,,,,,,,
DDIT3,ENSG00000175197,-176.1039044,586,1280.851613,0.23956657,0.523125304,0.457952556,0.646986527,0.817302882,-0.189104763,198,-0.353002655,DDIT3_M6187_1.02,309,1093,,,,,,,,,,,,,,
ELK1,ENSG00000126767,-62.12248225,457,2555.673973,-0.330863688,0.268621162,-1.23171118,0.218056992,0.460322723,-0.661429983,468,3.509702584,ELK1_M5382_1.02,169,1094,,,,,,,,,,,,,,
DMRT2,ENSG00000173253,280.2688665,86,129.1568216,-3.294166463,1.416035231,-2.326330865,0.020000907,0.110131678,-1.698950316,607,-2.851025651,DMRT2_M0633_1.02,402,1095,,,,,,,,,,,,,,
E2F8,ENSG00000129173,-2.547138218,333,870.7730449,-0.352483741,0.419380283,-0.840487156,0.4006353,0.64335101,-0.397250787,403,-1.644605589,E2F8_M5363_1.02,360,1096,,,,,,,,,,,,,,
ZBTB6,ENSG00000186130,-80.692021,485,1313.646945,-0.348698196,0.365140685,-0.954969442,0.33959315,0.587680209,-0.469041078,428,3.128353965,ZBTB6_M6542_1.02,183,1096,,,,,,,,,,,,,,
MYBL2,ENSG00000101057,70.27587761,210,7519.996957,-0.949603683,0.331873038,-2.861346279,0.00421846,0.038457059,-2.374846044,644,1.267022132,MYBL2_M6349_1.02,246,1100,,,,,,,,,,,,,,
GFI1,ENSG00000162676,31.89687596,273,323.183376,-1.3857126,0.888126101,-1.560265595,0.11869713,0.327462148,-0.925559781,515,-0.479780301,GFI1_M3341_1.02,312,1100,,,,,,,,,,,,,,
OLIG2,ENSG00000205927,58.08705855,222,11.20917276,-2.01024308,1.621295181,-1.239899498,0.21501257,0.456952581,-0.66753615,470,-3.005284987,OLIG2_M5692_1.02,410,1102,,,,,,,,,,,,,,
NKX23,ENSG00000119919,-15.01450818,354,22.50431333,1.605007673,1.40760529,1.14023987,0.254186381,0.50197719,-0.594847722,114,-7.233179925,NKX23_M1030_1.02,634,1102,,,,,,,,,,,,,,
MYBL1,ENSG00000185697,171.401309,124,1929.568557,-1.501861495,0.614073173,-2.445737025,0.01445564,0.089498225,-1.839962689,614,-1.731952663,MYBL1_M5645_1.02,366,1104,,,,,,,,,,,,,,
MSX2,ENSG00000120149,35.42679443,262,265.9358133,-0.292132637,1.382904292,-0.211245737,0.832695523,0.921879912,-0.07951377,293,-5.618920426,MSX2_M5640_1.02,549,1104,,,,,,,,,,,,,,
E2F4,ENSG00000205250,-141.3394895,556,2650.027018,0.116798968,0.332827579,0.350929355,0.725641348,0.864290963,-0.139277979,216,-0.929554454,E2F4_M4598_1.02,332,1104,,,,,,,,,,,,,,
E2F2,ENSG00000007968,-99.57513415,507,1235.283732,-0.286827518,0.549823291,-0.521672187,0.601898593,0.788239039,-0.220476672,344,0.933655517,E2F2_M5354_1.02,255,1106,,,,,,,,,,,,,,
MYPOP,ENSG00000176182,-50.08268136,432,413.4227536,-0.306773328,0.308003239,-0.996006825,0.319246829,0.56785898,-0.495873408,436,1.370223311,MYPOP_M1359_1.02,239,1107,,,,,,,,,,,,,,
ZBTB33,ENSG00000177485,-167.2669903,583,55.62859125,-0.072681908,0.603646734,-0.120404707,0.904162563,0.956667118,-0.043753479,276,1.131722854,ZBTB33_M2323_1.02,248,1107,,,,,,,,,,,,,,
CENPB,ENSG00000125817,0.791095893,329,5081.858529,-0.539467948,0.402614817,-1.339910816,0.180274341,0.415467843,-0.744066082,484,0.018277967,CENPB_M5320_1.02,296,1109,,,,,,,,,,,,,,
ARNTL2,ENSG00000029153,13.8849754,305,1754.818351,-2.167710763,0.676247478,-3.205499217,0.001348284,0.017277014,-2.870218575,667,4.438147076,ARNTL2_M0220_1.02,138,1110,,,,,,,,,,,,,,
SOX5,ENSG00000134532,66.7141407,212,272.073298,-1.093428192,1.355376955,-0.806733646,0.419819955,0.657980002,-0.376936922,394,-4.906634638,SOX5_M6477_1.02,505,1111,,,,,,,,,,,,,,
ZKSCAN4,ENSG00000187626,-56.26031243,445.5,376.8616676,-0.166022125,0.255746477,-0.649166811,0.516230561,0.730447947,-0.287156289,365,-0.063760363,ZKSCAN4_M5971_1.02,300.5,1111,,,,,,,,,,,,,,
ZNF274,ENSG00000171606,-78.66029073,484,1864.945075,0.320635234,0.403895964,0.793855999,0.427279268,0.664954946,-0.369288179,148,-4.557425894,ZNF274_M4605_1.02,480,1112,,,,,,,,,,,,,,
SMAD2,ENSG00000175387,-146.2098363,561,3759.545155,-0.180732994,0.241930365,-0.747045514,0.455036088,0.685160222,-0.341954159,381,3.438075049,SMAD2_M6464_1.02,171,1113,,,,,,,,,,,,,,
HDX,ENSG00000165259,-32.71959963,396,321.2817613,-0.638370562,0.664398745,-0.960824455,0.33664044,0.584861491,-0.472833714,429,0.188178686,HDX_M0996_1.02,291,1116,,,,,,,,,,,,,,
MBD2,ENSG00000134046,-147.1205803,564,3017.975179,-0.106174468,0.321026186,-0.330734603,0.740844962,0.873634257,-0.130272668,309,1.29111678,MBD2_M6337_1.02,244,1117,,,,,,,,,,,,,,
PTF1A,ENSG00000168267,-23.82839459,372,0.393866452,-1.546995154,2.801512171,-0.552200048,0.580811302,NA,-0.235964941,351,-2.608957422,PTF1A_M6441_1.02,395,1118,,,,,,,,,,,,,,
IRF3,ENSG00000126456,79.11338565,199,2447.443143,-0.132530942,0.302732918,-0.437781735,0.661544512,0.825911583,-0.179440929,330,-6.399990307,IRF3_M6309_1.02,590,1119,,,,,,,,,,,,,,
PPARG,ENSG00000132170,-13.25201062,352,1114.544453,-2.173259506,1.10906685,-1.959538784,0.050049722,0.195895413,-1.300598326,564,2.580573086,PPARG_M3785_1.02,203,1119,,,,,,,,,,,,,,
GBX1,ENSG00000164900,-65.42931134,462,3.064150866,0.951732756,0.671217843,1.417919333,0.156214317,0.383619757,-0.806279165,97,-5.886070232,GBX1_M5480_1.02,564,1123,,,,,,,,,,,,,,
EP300,ENSG00000100393,-221.6917634,615,5558.034954,0.315901532,0.307259971,1.028124592,0.303891224,0.553365816,-0.517281841,126,-2.215873562,EP300_M3695_1.02,382,1123,,,,,,,,,,,,,,
GLIS1,ENSG00000174332,-66.54344104,466,2.353149006,0.66162291,1.111572477,0.595213469,0.551700788,0.755372058,-0.258296396,175,-4.606637871,GLIS1_M5490_1.02,483,1124,,,,,,,,,,,,,,
GCM2,ENSG00000124827,-133.7937662,548,0.608281028,0.784057293,1.515864276,0.517234495,0.604992475,NA,-0.218250027,184,-2.577907905,GCM2_M5487_1.02,392,1124,,,,,,,,,,,,,,
FEZF1,ENSG00000128610,44.81902622,247.5,99.99118893,-1.864072449,1.05182868,-1.772220596,0.076357946,0.252106583,-1.117145762,542,-1.023476353,FEZF1_M4840_1.02,336.5,1126,,,,,,,,,,,,,,
TCF15,ENSG00000125878,5.654983519,318,20.15543629,-1.24654633,1.845387322,-0.675493061,0.499362559,0.718319357,-0.301584023,368,-3.988719111,TCF15_M4850_1.02,445,1131,,,,,,,,,,,,,,
ENO1,ENSG00000074800,-165.2920277,580,88567.38745,-0.313270326,0.503546358,-0.622128073,0.533857657,0.743022215,-0.272574524,359,2.897694559,ENO1_M6210_1.02,192,1131,,,,,,,,,,,,,,
NKX61,ENSG00000163623,117.6049582,164,180.6483159,-2.28682278,1.04053214,-2.197743531,0.027967388,0.136607787,-1.5533481,589,-2.196709875,NKX61_M3640_1.02,379,1132,,,,,,,,,,,,,,
HMGA1,ENSG00000137309,78.31668403,200,18870.07053,-1.745932471,0.564518561,-3.092781338,0.001982902,0.022719064,-2.702698791,662,0.596228666,HMGA1_M6279_1.02,270,1132,,,,,,,,,,,,,,
EN1,ENSG00000163064,93.86302502,182,5.702731123,-0.443514155,1.870859073,-0.237064438,0.8126068,0.911472552,-0.090119548,296,-8.15575342,EN1_M3191_1.02,655,1133,,,,,,,,,,,,,,
NR6A1,ENSG00000148200,13.9673073,302,573.9936119,-1.1187053,0.415917197,-2.689730811,0.007150968,0.055646629,-2.145635187,637,2.839766848,NR6A1_M3339_1.02,194,1133,,,,,,,,,,,,,,
NEUROG1,ENSG00000181965,20.91698398,289,0.932135934,-1.403756873,1.833841391,-0.765473437,0.443989678,NA,-0.352627126,387,-4.227866324,NEUROG1_M0217_1.02,460,1136,,,,,,,,,,,,,,
DBX2,ENSG00000185610,-44.37135807,420,1.347030525,4.429391839,1.851432552,2.392413288,0.016737983,NA,-1.776296886,36,-9.584247248,DBX2_M1034_1.02,681.5,1137.5,,,,,,,,,,,,,,
