gene_name,Ensembl_ID,outdegree_diff,rank_outdegree,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpvalue,rank_exp,chromvar_ave_diff,motif_name,rank_chromvar,TF_rank,,,,,,,,,,,,,,
HOXD8,ENSG00000175879,-50.60980883,433,344.4493094,-3.752021319,0.972783086,-3.856996872,0.000114789,0.002722996,-3.940101125,698,-4.585612322,HOXD8_M5563_1.02,482,1613,,,,,,,,,,,,,,
IRF8,ENSG00000140968,34.19214384,266,15.27480049,0.757457859,1.455969642,0.520242893,NA,NA,NA,756,-6.418406425,IRF8_M5578_1.02,592,1614,,,,,,,,,,,,,,
KLF3,ENSG00000109787,-351.0780215,663,3457.901762,-0.202693653,0.370178788,-0.5475561,0.58399674,0.777241298,-0.233589577,349,-6.748438061,KLF3_M6323_1.02,606,1618,,,,,,,,,,,,,,
SNAI2,ENSG00000019549,-508.9746215,702,691.4900649,-2.394183698,1.611301174,-1.485869765,0.137313572,0.356898741,-0.862286535,506,-3.089057012,SNAI2_M6469_1.02,412,1620,,,,,,,,,,,,,,
EPAS1,ENSG00000116016,-196.6575783,596,4486.827199,-1.519157761,1.002884582,-1.51478823,0.129826042,0.345331377,-0.886638183,511,-5.042791971,EPAS1_M6212_1.02,514,1621,,,,,,,,,,,,,,
E2F1,ENSG00000101412,-425.8599956,680,3427.719964,-0.575622925,0.304960139,-1.887534966,0.059088408,0.215560357,-1.228497711,553,-2.464030346,E2F1_M5353_1.02,388,1621,,,,,,,,,,,,,,
LHX1,ENSG00000132130,-55.18316128,441.5,54.62682759,-3.788793759,1.479288235,-2.561227534,0.010430302,0.072255984,-1.981703117,626,-5.764118822,LHX1_M0931_1.02,556.5,1624,,,,,,,,,,,,,,
JUND,ENSG00000130522,-1225.676525,759,6165.430948,0.563368303,0.447529529,1.258840515,0.208087943,0.448317388,-0.681753082,104,-50.38926814,JUND_M4625_1.02,761,1624,,,,,,,,,,,,,,
REL,ENSG00000162924,-182.2753477,591,694.7769688,-0.380015524,0.407374893,-0.932839826,0.350902675,0.598228513,-0.454813321,424,-6.861003557,REL_M3091_1.02,613,1628,,,,,,,,,,,,,,
MYOD1,ENSG00000129152,-471.2551757,693,6.735673369,0.719209575,1.527651508,0.470794269,0.637787657,0.812166759,-0.19532389,194,-17.52677725,MYOD1_M3591_1.02,744,1631,,,,,,,,,,,,,,
KLF1,ENSG00000105610,-911.7496716,743,7.012789736,0.270235038,0.525649239,0.514097649,0.607183721,0.791485847,-0.216679881,185,-11.88414231,KLF1_M6322_1.02,707.5,1635.5,,,,,,,,,,,,,,
EVX2,ENSG00000174279,-51.71992779,436,3.804272509,-1.824402934,0.997531088,-1.828918372,0.067411837,0.233696552,-1.171263835,549,-7.955106225,EVX2_M5428_1.02,651,1636,,,,,,,,,,,,,,
IRF4,ENSG00000137265,23.68916192,285,37.10621988,-3.308778172,1.306389183,-2.53276605,0.011316645,0.076412168,-1.946282291,622,-14.97212876,IRF4_M4463_1.02,730,1637,,,,,,,,,,,,,,
SOX21,ENSG00000125285,5.271351113,320,958.0992468,-4.201474396,1.236600409,-3.397600685,0.000679796,0.010426371,-3.167621604,673,-7.544251589,SOX21_M5828_1.02,644,1637,,,,,,,,,,,,,,
HOXB3,ENSG00000120093,-37.90302032,407,1115.534993,-2.635269288,0.881685676,-2.988898833,0.002799848,0.028930333,-2.552865514,654,-6.232558842,HOXB3_M5542_1.02,578,1639,,,,,,,,,,,,,,
CREB3,ENSG00000107175,-101.9214498,512,1940.717383,-0.570961313,0.397736539,-1.435526429,0.151137143,0.376801158,-0.820628793,501,-7.203826076,CREB3_M5323_1.02,630,1643,,,,,,,,,,,,,,
LMO2,ENSG00000135363,-350.5874832,662,161.564838,0.017282958,1.036167162,0.0166797,0.986692142,0.994367234,-0.005818331,263,-14.62672035,LMO2_M3516_1.02,726,1651,,,,,,,,,,,,,,
SOX13,ENSG00000143842,11.77077981,308,4545.75735,-1.612016269,0.546409401,-2.950198636,0.003175697,0.031535127,-2.49816096,650,-10.45295897,SOX13_M6471_1.02,694,1652,,,,,,,,,,,,,,
RFX5,ENSG00000143390,-158.4929811,574,3716.491548,-0.308372643,0.330032665,-0.934370068,0.350113032,0.597499766,-0.455791723,426,-8.436382492,RFX5_M5781_1.02,661,1661,,,,,,,,,,,,,,
SP3,ENSG00000172845,-1201.898867,756,5245.484398,-0.261519075,0.302479105,-0.86458559,0.387266285,0.631596927,-0.411990311,407,-4.79543857,SP3_M6482_1.02,499,1662,,,,,,,,,,,,,,
EGR4,ENSG00000135625,-806.2440366,737,4.796081159,-1.394963036,1.003415115,-1.390215291,0.164463512,0.394410947,-0.783930441,492,-3.711254307,EGR4_M6201_1.02,434,1663,,,,,,,,,,,,,,
RFX7,ENSG00000181827,-235.4093765,623,2132.513949,-0.327048055,0.372403887,-0.878207953,0.379830877,0.625079845,-0.420409734,412,-7.208724619,RFX7_M1529_1.02,632,1667,,,,,,,,,,,,,,
ZNF423,ENSG00000102935,-219.5323135,614,24.71261052,-2.252062035,1.188526176,-1.894835873,0.058114149,0.213738241,-1.235718117,554,-4.896049877,ZNF423_M3836_1.02,502,1670,,,,,,,,,,,,,,
MYF6,ENSG00000111046,-307.9104083,654,0.071694101,-0.448888272,3.948310652,-0.113691224,0.909482569,NA,-0.04120562,275,-18.25863599,MYF6_M6353_1.02,749,1678,,,,,,,,,,,,,,
ZIC2,ENSG00000043355,-274.302222,641,1206.907637,-1.298349883,0.897787109,-1.44616677,0.148130432,0.372892935,-0.829355712,503,-5.38468164,ZIC2_M4148_1.02,536,1680,,,,,,,,,,,,,,
ZIC5,ENSG00000139800,-363.7379384,667,523.2133308,-1.129387643,0.882072799,-1.280379176,0.200411814,0.439009719,-0.698076681,477,-5.395733788,ZIC5_M0422_1.02,537,1681,,,,,,,,,,,,,,
LMX1A,ENSG00000162761,-49.95680751,431,23.75189943,3.411130919,1.793407807,1.902038624,NA,NA,NA,754,-4.863478813,LMX1A_M5604_1.02,500,1685,,,,,,,,,,,,,,
HOXB1,ENSG00000120094,-172.3379057,585,0.69803974,-2.382050349,2.024247352,-1.176758535,0.239291897,NA,-0.621072008,459,-7.504648436,HOXB1_M6295_1.02,641,1685,,,,,,,,,,,,,,
TBX21,ENSG00000073861,-202.9178531,600,3.522266036,-2.560420889,1.204517229,-2.125682247,0.033529726,0.153275498,-1.474569994,580,-4.927814743,TBX21_M5891_1.02,507,1687,,,,,,,,,,,,,,
STAT3,ENSG00000168610,-187.9382194,592,8470.590233,-1.187914231,0.536680923,-2.213445977,0.026866914,0.1333351,-1.570782217,594,-4.896661434,STAT3_M3975_1.02,503,1689,,,,,,,,,,,,,,
TP53,ENSG00000141510,-213.8523569,609,4454.615851,-0.390485161,0.762827268,-0.511891981,0.608726611,0.792103201,-0.215577713,340,-16.59478632,TP53_M1929_1.02,740,1689,,,,,,,,,,,,,,
ETS2,ENSG00000157557,-353.694469,664,3908.1989,-2.132630943,0.587149473,-3.632177223,0.00028104,0.005432902,-3.551231868,686,-1.175414549,ETS2_M6221_1.02,344,1694,,,,,,,,,,,,,,
PRDM1,ENSG00000057657,-92.64597548,497,150.3955546,-2.67498273,1.065316056,-2.510975701,0.012039798,0.079697491,-1.919380785,620,-6.302580837,PRDM1_M2307_1.02,584,1701,,,,,,,,,,,,,,
SP9,ENSG00000217236,-474.8829801,695,78.39168973,-3.685852964,1.229502823,-2.997840181,0.002719002,0.028312083,-2.565590444,656,-1.458002107,SP9_M5856_1.02,353,1704,,,,,,,,,,,,,,
RELB,ENSG00000104856,-99.93540159,509,479.1093513,-1.576837399,0.603973722,-2.610771531,0.009033822,0.06561818,-2.044128452,631,-6.012683416,RELB_M6448_1.02,569,1709,,,,,,,,,,,,,,
KLF6,ENSG00000067082,-343.2144424,659,3361.846848,-1.692082602,0.488668815,-3.462636759,0.00053491,0.008741513,-3.271719284,678,-1.770876223,KLF6_M6325_1.02,372,1709,,,,,,,,,,,,,,
PAX6,ENSG00000007372,-103.9702987,516,385.8058488,-1.267493534,0.770867833,-1.644242346,0.100126153,0.296247898,-0.999452469,529,-8.56905119,PAX6_M1897_1.02,666,1711,,,,,,,,,,,,,,
HOXB2,ENSG00000173917,-41.4513911,413,393.7021293,-5.685221209,1.388333254,-4.094997505,4.22E-05,0.001240645,-4.374509612,702,-6.551290987,HOXB2_M5541_1.02,598,1713,,,,,,,,,,,,,,
ATF3,ENSG00000162772,-1311.266681,762,1542.423112,0.351123592,0.730700947,0.480529816,0.630850707,0.807599726,-0.200073406,192,-47.04306947,ATF3_M4684_1.02,759,1713,,,,,,,,,,,,,,
TEAD3,ENSG00000007866,-217.6801392,611,1549.718504,-0.565932868,0.615002316,-0.92021258,0.357461682,0.604055772,-0.446770506,421,-9.851821606,TEAD3_M5907_1.02,688,1720,,,,,,,,,,,,,,
FOSB,ENSG00000125740,-1183.786299,755,866.9046471,0.455830475,1.168110101,0.390229033,0.696367195,0.847810767,-0.157161696,211,-44.7875593,FOSB_M6228_1.02,757,1723,,,,,,,,,,,,,,
CEBPB,ENSG00000172216,-172.0681178,584,2753.301678,-0.613615333,0.635769292,-0.965154092,0.334467637,0.582777311,-0.475645898,431,-11.96357786,CEBPB_M4556_1.02,709,1724,,,,,,,,,,,,,,
HOXD1,ENSG00000128645,-37.91718505,408,36.68799382,-5.785765212,1.120861259,-5.161892396,2.44E-07,1.98E-05,-6.611781875,723,-6.512062694,HOXD1_M1025_1.02,595,1726,,,,,,,,,,,,,,
RFX8,ENSG00000196460,-133.9774332,549,2.935719991,-3.784686981,1.453524305,-2.603800273,0.009219647,0.066555328,-2.035285722,630,-5.63374778,RFX8_M1537_1.02,552,1731,,,,,,,,,,,,,,
TWIST1,ENSG00000122691,-443.2891257,683,495.5447306,-0.86662834,1.08540343,-0.798438918,0.424615826,0.662644619,-0.372003823,393,-8.271256586,TWIST1_M6527_1.02,657,1733,,,,,,,,,,,,,,
LYL1,ENSG00000104903,-729.8749923,733,19.60651049,-0.005405915,1.280154922,-0.00422286,0.996630655,0.998294359,-0.001465758,265,-16.42954054,LYL1_M5671_1.02,737.5,1735.5,,,,,,,,,,,,,,
ATOH8,ENSG00000168874,-594.7821437,721,212.1694862,-0.237328985,1.202164435,-0.197418072,0.843500388,0.927062623,-0.073914713,291,-14.57101017,ATOH8_M5116_1.02,725,1737,,,,,,,,,,,,,,
BACH1,ENSG00000156273,-1139.428742,752,1936.279514,0.089896144,0.32262395,0.278640639,0.780520622,0.893824142,-0.107615618,226,-48.08967065,BACH1_M2979_1.02,760,1738,,,,,,,,,,,,,,
SOX6,ENSG00000110693,-240.3173808,628,145.3127982,-0.587474433,0.789988778,-0.743649087,0.457088798,0.687060963,-0.339999422,380,-17.83489222,SOX6_M2313_1.02,746,1754,,,,,,,,,,,,,,
STAT1,ENSG00000115415,-32.65867025,395,5425.969269,-1.337043595,0.226363284,-5.906627473,3.49E-09,6.32E-07,-8.456947992,733,-7.11899601,STAT1_M4707_1.02,628,1756,,,,,,,,,,,,,,
TCF21,ENSG00000118526,-346.6066202,660,0.950826132,-2.767741715,3.382356343,-0.818288032,0.413192738,NA,-0.38384732,397,-11.22745791,TCF21_M0214_1.02,700,1757,,,,,,,,,,,,,,
GLI2,ENSG00000074047,-439.4592978,682,108.7462671,-2.926797465,1.310505464,-2.233334805,0.025526874,0.129352802,-1.593002367,596,-4.75892634,GLI2_M5488_1.02,490,1768,,,,,,,,,,,,,,
HIVEP3,ENSG00000127124,-270.5825481,640,497.7083401,-1.386650588,0.584164517,-2.373732993,0.017609279,0.10161346,-1.75425842,610,-5.056383762,HIVEP3_M6544_1.02,518.5,1768.5,,,,,,,,,,,,,,
NR0B1,ENSG00000169297,-197.4716834,598,3.543650269,0.338551651,1.796392343,0.188461976,NA,NA,NA,763,-3.111866394,NR0B1_M6381_1.02,413,1774,,,,,,,,,,,,,,
EGR2,ENSG00000122877,-308.3472392,655,524.9473853,-6.997379079,1.411851287,-4.956172894,7.19E-07,4.89E-05,-6.143299828,719,-2.834985955,EGR2_M5368_1.02,401,1775,,,,,,,,,,,,,,
RFX4,ENSG00000111783,-117.2538299,533,12.55570268,-3.026152678,1.444366204,-2.095142263,0.036158348,0.160526385,-1.441791421,577,-8.616361022,RFX4_M5777_1.02,667,1777,,,,,,,,,,,,,,
NHLH1,ENSG00000171786,-510.5728027,704,28.9323048,-0.406715642,0.787283759,-0.516606163,0.605431112,0.790248412,-0.217935265,342,-16.42954054,NHLH1_M5671_1.02,737.5,1783.5,,,,,,,,,,,,,,
FEV,ENSG00000163497,-270.1461751,639,30.47820393,4.108883091,1.419467232,2.894665686,NA,NA,NA,752,-2.735618178,FEV_M6226_1.02,398,1789,,,,,,,,,,,,,,
NEUROD6,ENSG00000164600,-843.3484743,742,0.373016032,-1.64019052,3.944590418,-0.415807561,0.677550826,NA,-0.169058121,326,-14.06063974,NEUROD6_M6358_1.02,722.5,1790.5,,,,,,,,,,,,,,
TEAD1,ENSG00000187079,-302.6150847,652,7542.184079,-0.566633953,0.459365942,-1.2335132,0.217384355,0.459817394,-0.662771715,469,-9.024963833,TEAD1_M1916_1.02,672,1793,,,,,,,,,,,,,,
SOX30,ENSG00000039600,-102.6535962,515,16.95141153,-2.805728638,0.909925256,-3.083471549,0.002046007,0.023233521,-2.689092942,660,-6.976920157,SOX30_M1589_1.02,622,1797,,,,,,,,,,,,,,
EGR1,ENSG00000120738,-509.1458174,703,10968.62345,-3.401720522,1.159472028,-2.93385303,0.003347827,0.032734847,-2.475237005,649,-3.990853808,EGR1_M6198_1.02,446,1798,,,,,,,,,,,,,,
SOX2,ENSG00000181449,-30.13341058,385,5971.033638,-6.21180188,1.097305423,-5.660959792,1.51E-08,2.02E-06,-7.822380698,729,-9.636332043,SOX2_M6475_1.02,685,1799,,,,,,,,,,,,,,
TBX10,ENSG00000167800,-114.8728142,530,43.73829029,0.226132863,1.182289158,0.191266969,NA,NA,NA,747,-5.072010052,TBX10_M1628_1.02,522,1799,,,,,,,,,,,,,,
GLIS3,ENSG00000107249,-534.3205694,708,534.0718101,-1.267461881,1.031332975,-1.228955063,0.219088655,0.461460813,-0.659380111,467,-7.447048928,GLIS3_M6267_1.02,638,1813,,,,,,,,,,,,,,
SOX4,ENSG00000124766,-280.739547,646,10699.97877,-0.665714204,0.465644187,-1.429662868,0.152813802,0.379259012,-0.815837418,500,-9.162050179,SOX4_M1578_1.02,674,1820,,,,,,,,,,,,,,
FLI1,ENSG00000151702,-448.2882758,684,27.6623426,-5.735820025,1.508703498,-3.801820591,0.000143637,0.00323639,-3.842734506,694,-3.929282033,FLI1_M2277_1.02,442,1820,,,,,,,,,,,,,,
TBX4,ENSG00000121075,-254.1528427,634,7.210395715,-2.000561932,0.865532709,-2.31136491,0.020812707,0.113236592,-1.68167142,604,-6.288867292,TBX4_M5897_1.02,583,1821,,,,,,,,,,,,,,
JDP2,ENSG00000140044,-1285.99668,760,688.5891522,-0.292431974,0.746884142,-0.391535926,0.695401138,0.847220484,-0.157764603,318,-43.91182672,JDP2_M5587_1.02,755,1833,,,,,,,,,,,,,,
SMARCC1,ENSG00000173473,-1287.272878,761,11546.78999,-0.110532701,0.356280444,-0.310240719,0.756377908,0.882108099,-0.121261165,305,-58.25390403,SMARCC1_M4526_1.02,768,1834,,,,,,,,,,,,,,
ZBTB18,ENSG00000179456,-388.3763573,671.5,2538.440432,-1.102376638,0.543801825,-2.027166122,0.042645427,0.17792617,-1.370127538,570,-6.632056461,ZBTB18_M3841_1.02,600.5,1842,,,,,,,,,,,,,,
KLF4,ENSG00000136826,-1044.954546,750,2641.732365,-0.723019081,0.700554772,-1.032066456,0.302040987,0.551511117,-0.51993412,441,-8.441150406,KLF4_M6324_1.02,662,1853,,,,,,,,,,,,,,
ZNF219,ENSG00000165804,-627.722592,727,957.6170441,-1.121437967,0.425582101,-2.635068449,0.008412032,0.062157011,-2.075099096,632,-4.787057955,ZNF219_M6553_1.02,497,1856,,,,,,,,,,,,,,
TFAP2C,ENSG00000087510,-989.6703832,746,1547.37367,-0.739581961,0.880778049,-0.839691636,0.401081305,0.643733463,-0.396767581,402,-12.00387313,TFAP2C_M2320_1.02,710,1858,,,,,,,,,,,,,,
ID4,ENSG00000172201,-557.4690692,712.5,1656.125134,-0.976310232,1.045297274,-0.934002466,0.350302621,0.59769248,-0.455556613,425,-14.81162663,ID4_M5571_1.02,728.5,1866,,,,,,,,,,,,,,
ASCL2,ENSG00000183734,-213.076126,608,422.9278614,-2.492749062,1.526921487,-1.632532572,0.102567343,0.30043227,-0.988990896,528,-16.11587659,ASCL2_M0178_1.02,734,1870,,,,,,,,,,,,,,
ZIC4,ENSG00000174963,-316.1055716,656,53.35406892,-2.649513818,1.665951355,-1.590390866,0.111746728,0.316351594,-0.951765184,523,-10.00234513,ZIC4_M5965_1.02,692,1871,,,,,,,,,,,,,,
MYOG,ENSG00000122180,-406.7602937,676,3.850231741,-3.048537765,2.517880163,-1.210755703,0.225989047,0.47017297,-0.645912609,463,-16.01064477,MYOG_M6355_1.02,732,1871,,,,,,,,,,,,,,
MAFF,ENSG00000185022,-295.6158023,650,573.4505833,-0.843774602,0.536395172,-1.573046601,0.115708028,0.322918387,-0.936636508,519,-11.77358789,MAFF_M4572_1.02,706,1875,,,,,,,,,,,,,,
SOX1,ENSG00000182968,-207.4523964,604,588.2074512,-5.672851742,2.584639845,-2.194832581,0.028175609,0.137326157,-1.550126681,588,-9.737230677,SOX1_M1605_1.02,686,1878,,,,,,,,,,,,,,
NKX25,ENSG00000183072,-132.3926441,545,37.59831986,0.610720517,1.99293978,0.306442033,NA,NA,NA,748,-6.393139617,NKX25_M3633_1.02,588,1881,,,,,,,,,,,,,,
TBX22,ENSG00000122145,-235.9560728,625,0.952853217,2.224274597,2.146486627,1.036239671,NA,NA,NA,768,-4.769364965,TBX22_M5880_1.02,493,1886,,,,,,,,,,,,,,
FOSL2,ENSG00000075426,-1388.354517,764,3172.374617,-0.479032274,0.747114588,-0.641176442,0.521408053,0.734572576,-0.282822265,363,-56.22312057,FOSL2_M2280_1.02,766,1893,,,,,,,,,,,,,,
CREB5,ENSG00000146592,-125.3327789,538,442.8933408,-3.237636663,0.689199069,-4.697679972,2.63E-06,0.000133288,-5.579824194,713,-8.156730274,CREB5_M5998_1.02,656,1907,,,,,,,,,,,,,,
PLAGL1,ENSG00000118495,-467.7062885,691,1243.680663,-1.526366187,0.593432516,-2.572097325,0.010108447,0.070809054,-1.995315559,628,-6.686428762,PLAGL1_M6422_1.02,603,1922,,,,,,,,,,,,,,
CBFB,ENSG00000067955,-407.8001053,677,3007.861309,-0.512672605,0.345879047,-1.482230882,0.138278872,0.358155734,-0.859244172,505,-16.69808704,CBFB_M6416_1.02,741,1923,,,,,,,,,,,,,,
FOS,ENSG00000170345,-1161.694733,753,5879.385887,-1.008533533,1.153730666,-0.874149889,0.382036632,0.62716775,-0.417894993,409,-52.72744949,FOS_M2278_1.02,762,1924,,,,,,,,,,,,,,
RFX2,ENSG00000087903,-304.0367345,653,567.5685787,-1.107471327,0.484119537,-2.287598914,0.022160889,0.117650048,-1.654412818,601,-10.1979276,RFX2_M2392_1.02,693,1947,,,,,,,,,,,,,,
PATZ1,ENSG00000100105,-717.0188727,730,3141.922439,-0.512027773,0.216809565,-2.361647523,0.018193932,0.103873385,-1.740073444,609,-6.865802068,PATZ1_M3546_1.02,614,1953,,,,,,,,,,,,,,
TFAP2A,ENSG00000137203,-990.2711404,747,2431.79592,-0.710908584,0.506830879,-1.402654443,0.160719909,0.389695888,-0.793930323,495,-12.37440006,TFAP2A_M1838_1.02,711,1953,,,,,,,,,,,,,,
HOXA1,ENSG00000105991,-148.239121,567,356.2226941,-3.744158135,0.738280536,-5.071457196,3.95E-07,2.97E-05,-6.403643684,722,-8.720051879,HOXA1_M5533_1.02,669,1958,,,,,,,,,,,,,,
TP73,ENSG00000078900,-357.9877442,666,1036.862797,-2.002034016,0.921460042,-2.17267589,0.02980472,0.142031971,-1.525714959,583,-13.52588977,TP73_M6116_1.02,718,1967,,,,,,,,,,,,,,
RUNX1,ENSG00000159216,-575.6387449,715,3904.031186,-1.211745283,0.775778178,-1.561973922,0.118294132,0.326718282,-0.927036796,516,-16.56218721,RUNX1_M2925_1.02,739,1970,,,,,,,,,,,,,,
KLF2,ENSG00000127528,-1666.663297,768,177.211705,-0.974914105,0.689907666,-1.413108091,0.157623945,0.385209255,-0.802377808,498,-11.88414231,KLF2_M6322_1.02,707.5,1973.5,,,,,,,,,,,,,,
NFKB1,ENSG00000109320,-579.6633174,716,2024.627202,-0.639043433,0.293439687,-2.177767565,0.029423346,0.140834871,-1.531307944,585,-9.082098938,NFKB1_M1928_1.02,673,1974,,,,,,,,,,,,,,
EGR3,ENSG00000179388,-448.8378875,685,186.4529743,-4.66793361,1.219652619,-3.827264859,0.000129575,0.002986988,-3.887478558,696,-6.547332362,EGR3_M6200_1.02,597,1978,,,,,,,,,,,,,,
KLF12,ENSG00000118922,-389.4025743,673,914.5168079,-2.272179252,0.853375767,-2.66257766,0.007754467,0.058847476,-2.110448028,635,-8.903820108,KLF12_M2942_1.02,671,1979,,,,,,,,,,,,,,
MSC,ENSG00000178860,-229.6498286,620,22.66161938,-5.284169231,1.855523156,-2.847805598,0.004402181,0.039722952,-2.356332142,642,-13.94373398,MSC_M5636_1.02,721,1983,,,,,,,,,,,,,,
SNAI1,ENSG00000124216,-580.1544837,717,239.2039132,-1.39078542,0.673639575,-2.064583899,0.038962388,0.168020232,-1.409354433,575,-11.1697255,SNAI1_M6468_1.02,699,1991,,,,,,,,,,,,,,
BACH2,ENSG00000112182,-1206.521158,757,209.6788381,-1.243923885,0.95352188,-1.304557253,0.192043652,0.428551866,-0.716600044,480,-45.36889823,BACH2_M2980_1.02,758,1995,,,,,,,,,,,,,,
TFAP2B,ENSG00000008196,-924.5261679,744,11.27547587,-2.856949715,1.484144147,-1.924981291,0.054231699,0.205351534,-1.26574679,556,-11.23147045,TFAP2B_M5917_1.02,701,2001,,,,,,,,,,,,,,
INSM1,ENSG00000173404,-421.3185532,678,2973.169831,-5.979228858,1.575367684,-3.795449733,0.000147376,0.003300508,-3.831573075,693,-7.365255164,INSM1_M1969_1.02,635,2006,,,,,,,,,,,,,,
BATF,ENSG00000156127,-1391.254491,765,10.51678313,-2.521306635,1.827153981,-1.379909226,0.167614596,0.399131969,-0.775688166,490,-53.38431146,BATF_M6158_1.02,764,2019,,,,,,,,,,,,,,
PAX4,ENSG00000106331,-608.1363849,724,10.97935167,-6.259996053,2.493424967,-2.510601336,0.012052572,0.079739578,-1.918920251,619,-9.333752868,PAX4_M3717_1.02,678,2021,,,,,,,,,,,,,,
RFX6,ENSG00000185002,-248.4191685,632,60.54430202,1.231623079,1.756676003,0.701109981,NA,NA,NA,743,-7.939827451,RFX6_M1526_1.02,650,2025,,,,,,,,,,,,,,
TBX5,ENSG00000089225,-436.6387185,681,24.56459251,0.255274919,2.015046784,0.126684364,NA,NA,NA,753,-6.416672346,TBX5_M5899_1.02,591,2025,,,,,,,,,,,,,,
ZNF281,ENSG00000162702,-489.7314036,698,2335.400517,-0.865988577,0.310418466,-2.789745688,0.005274946,0.044842031,-2.277782005,640,-9.779978159,ZNF281_M0420_1.02,687,2025,,,,,,,,,,,,,,
MAFG,ENSG00000197063,-282.1049884,647,2455.56372,-0.90495149,0.293113573,-3.087374906,0.002019327,0.023067756,-2.694793256,661,-14.79019219,MAFG_M6333_1.02,727,2035,,,,,,,,,,,,,,
ZEB1,ENSG00000148516,-221.8983245,616,473.3068037,-6.200750577,1.152791786,-5.378898993,7.49E-08,7.54E-06,-7.125270445,725,-10.97638458,ZEB1_M2954_1.02,698,2039,,,,,,,,,,,,,,
TCF12,ENSG00000140262,-502.1361579,701,7167.677075,-1.297205376,0.591754483,-2.192134431,0.028369801,0.137848793,-1.547143706,587,-20.15078957,TCF12_M4479_1.02,753,2041,,,,,,,,,,,,,,
KLF5,ENSG00000102554,-1171.25463,754,4171.374335,-2.362680554,0.750846293,-3.146690043,0.001651299,0.019901256,-2.782174252,665,-7.100262572,KLF5_M2391_1.02,627,2046,,,,,,,,,,,,,,
RUNX2,ENSG00000124813,-616.9890475,726,568.7218875,-1.931838907,0.887158856,-2.177556921,0.02943904,0.140884966,-1.531076361,584,-17.11367495,RUNX2_M5790_1.02,742,2052,,,,,,,,,,,,,,
JUN,ENSG00000177606,-1525.720092,767,9078.564135,-0.885805445,0.523458431,-1.692217361,0.090604538,0.279275084,-1.042850052,537,-53.37530657,JUN_M4531_1.02,763,2067,,,,,,,,,,,,,,
TCF7L2,ENSG00000148737,-286.712066,648,1412.94256,-1.702370157,0.527040367,-3.230056485,0.001237658,0.016239958,-2.907399474,668,-19.13448973,TCF7L2_M6512_1.02,752,2068,,,,,,,,,,,,,,
NHLH2,ENSG00000177551,-209.6430469,607,53.7271114,2.923551908,1.563601771,1.869754794,NA,NA,NA,745,-13.60390619,NHLH2_M0216_1.02,719,2071,,,,,,,,,,,,,,
PLAG1,ENSG00000181690,-1049.124795,751,309.6749602,-3.268475578,0.889465337,-3.674651999,0.000238174,0.004761356,-3.623105976,688,-7.423567009,PLAG1_M6421_1.02,636,2075,,,,,,,,,,,,,,
TCF4,ENSG00000196628,-499.5839904,700,4148.547821,-3.469913854,1.311185274,-2.646394771,0.008135481,0.060780413,-2.089616752,633,-17.12586765,TCF4_M5901_1.02,743,2076,,,,,,,,,,,,,,
TCF7,ENSG00000081059,-297.6833662,651,818.2666587,-3.259128927,0.736261483,-4.42659164,9.57E-06,0.000379946,-5.018935057,708,-15.31720684,TCF7_M6506_1.02,731,2090,,,,,,,,,,,,,,
TP63,ENSG00000073282,-219.3499143,613,1044.070361,-9.380073355,1.559481062,-6.014868397,1.80E-09,3.88E-07,-8.744648128,735,-17.93753,TP63_M2321_1.02,747,2095,,,,,,,,,,,,,,
ZIC1,ENSG00000152977,-462.0667466,688,157.5872727,-2.102269394,1.706547577,-1.231884433,NA,NA,NA,740,-9.521321031,ZIC1_M5963_1.02,679,2107,,,,,,,,,,,,,,
NEUROD1,ENSG00000162992,-581.2203153,718,672.295447,-7.234520715,2.057497259,-3.516175141,0.000437812,0.007533946,-3.358712266,683,-14.06063974,NEUROD1_M6358_1.02,722.5,2123.5,,,,,,,,,,,,,,
TCF3,ENSG00000071564,-745.6691438,734,6214.538005,-0.736078767,0.244942167,-3.005112495,0.002654826,0.027902598,-2.575963873,657,-16.025316,TCF3_M6516_1.02,733,2124,,,,,,,,,,,,,,
EBF1,ENSG00000164330,-470.1412437,692,96.35821829,-0.176399223,1.295790872,-0.136132479,NA,NA,NA,741,-10.59902412,EBF1_M5364_1.02,695,2128,,,,,,,,,,,,,,
NFE2L3,ENSG00000050344,-481.8668787,697,2231.67351,-1.59561825,0.453866841,-3.515608776,0.000438747,0.00754031,-3.357785853,682,-18.36765118,NFE2L3_M6360_1.02,750.5,2129.5,,,,,,,,,,,,,,
NFE2L2,ENSG00000116044,-499.2558283,699,4692.00133,-1.135802822,0.299265247,-3.795304776,0.000147462,0.003300508,-3.831319312,692,-18.36765118,NFE2L2_M6360_1.02,750.5,2141.5,,,,,,,,,,,,,,
ASCL1,ENSG00000139352,-458.9023987,687,3672.846801,-10.00214314,1.789179563,-5.59035177,2.27E-08,2.75E-06,-7.64472081,727,-18.02081029,ASCL1_M5987_1.02,748,2162,,,,,,,,,,,,,,
JUNB,ENSG00000171223,-1513.54862,766,3743.747309,-1.684596481,0.597926649,-2.817396555,0.004841471,0.042355511,-2.315022686,641,-56.47047085,JUNB_M2291_1.02,767,2174,,,,,,,,,,,,,,
